Time[s],RateRoll[°/s],RatePitch[°/s],RateYaw[°/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2]
50.41,-0.03,-0.07,-0.01,-8.98,0.17,-3.96
50.53,-0.08,-0.05,-0.13,-8.99,0.15,-3.97
50.64,0.01,0.04,0.05,-8.98,0.17,-3.98
50.76,-0.06,0.03,-0.04,-8.98,0.17,-3.97
50.87,-0.03,-0.05,-0.03,-8.97,0.17,-3.96
50.98,0.01,-0.04,0.11,-8.99,0.15,-3.99
51.1,-0.03,0.03,-0.1,-8.97,0.16,-3.97
51.21,0.01,-0.0,0.0,-8.98,0.15,-3.96
51.33,-0.02,-0.0,0.03,-8.99,0.16,-3.97
51.44,-0.02,0.01,-0.01,-8.97,0.16,-3.98
51.56,-0.0,-0.0,0.05,-8.97,0.16,-3.95
51.67,-0.05,-0.04,-0.04,-9.0,0.16,-3.98
51.78,-0.02,-0.04,-0.04,-8.98,0.15,-3.97
51.9,-0.03,0.01,-0.04,-8.99,0.15,-3.98
52.01,-0.0,-0.0,0.0,-8.99,0.15,-3.98
52.13,0.01,-0.0,0.08,-8.97,0.16,-3.96
52.24,0.03,-0.0,0.12,-8.99,0.17,-3.94
52.35,-0.0,0.06,-0.12,-8.98,0.16,-3.95
52.47,-0.05,0.13,-0.1,-8.98,0.16,-3.96
52.58,0.03,0.04,0.08,-8.99,0.14,-3.97
52.7,-0.03,0.01,-0.04,-8.98,0.15,-3.95
52.81,-0.08,-0.1,-0.17,-8.98,0.15,-3.97
52.92,-0.05,-0.04,-0.03,-8.98,0.15,-3.95
53.04,-0.0,0.03,0.02,-8.97,0.16,-3.97
53.15,-0.06,-0.02,-0.12,-8.98,0.16,-3.96
53.27,0.03,-0.07,0.16,-8.99,0.15,-3.95
53.38,-0.03,-0.08,0.02,-8.98,0.15,-3.97
53.5,0.03,-0.0,0.16,-8.98,0.15,-3.98
53.61,-0.03,0.01,-0.01,-8.98,0.16,-3.97
53.72,-0.05,-0.04,-0.01,-8.99,0.15,-3.97
53.84,-0.0,-0.02,0.02,-8.98,0.17,-3.95
53.95,-0.06,-0.0,-0.09,-8.97,0.16,-3.95
54.07,-0.02,-0.08,-0.03,-8.98,0.15,-3.97
54.18,-0.0,0.03,0.08,-8.98,0.16,-3.94
54.29,-0.0,-0.02,-0.04,-8.98,0.15,-3.95
54.41,0.04,0.01,0.16,-8.97,0.16,-3.95
54.52,-0.0,-0.04,0.05,-8.97,0.15,-3.96
54.64,0.03,-0.0,0.03,-8.98,0.14,-3.97
54.75,-0.06,-0.02,-0.13,-8.97,0.15,-3.96
54.87,0.03,-0.08,0.17,-8.99,0.15,-3.99
54.98,-0.02,-0.08,0.05,-8.98,0.16,-3.96
55.09,-0.03,-0.04,-0.01,-8.97,0.14,-3.96
55.21,0.01,0.03,0.12,-8.99,0.16,-3.97
55.32,-0.05,0.03,-0.18,-9.0,0.16,-3.98
55.44,0.01,0.06,0.0,-8.96,0.15,-3.98
55.55,-0.02,-0.05,0.0,-8.97,0.15,-3.97
55.66,-0.02,0.01,0.02,-8.98,0.15,-3.97
55.78,0.01,-0.04,0.06,-8.97,0.15,-3.96
55.89,-0.06,0.06,-0.07,-8.99,0.15,-3.96
56.01,-0.05,-0.07,-0.06,-8.98,0.16,-3.96
56.12,0.03,-0.04,0.16,-9.0,0.16,-3.94
56.23,0.01,0.01,0.03,-8.98,0.16,-3.96
56.35,0.01,0.01,0.0,-8.97,0.15,-3.97
56.46,0.03,-0.04,0.09,-8.98,0.15,-3.97
56.58,0.03,0.04,0.05,-8.97,0.16,-3.96
56.69,-0.02,-0.0,-0.03,-8.98,0.15,-3.98
56.8,-0.0,-0.04,0.03,-9.0,0.14,-3.96
56.92,-0.0,-0.0,0.0,-8.98,0.15,-3.97
57.03,-0.02,0.07,0.02,-8.98,0.16,-3.97
57.15,-0.02,-0.0,-0.03,-8.98,0.15,-3.96
57.26,-0.08,-0.04,-0.09,-9.0,0.15,-3.96
57.37,-0.08,-0.02,-0.15,-9.0,0.15,-3.96
57.49,0.01,-0.04,0.11,-8.99,0.15,-3.95
57.6,-0.02,0.01,-0.03,-8.99,0.15,-3.98
57.72,-0.02,-0.02,0.0,-8.99,0.16,-3.96
57.83,-0.02,-0.02,0.05,-8.99,0.16,-3.95
57.95,-0.05,-0.02,-0.07,-8.99,0.15,-3.95
58.06,-0.02,-0.04,-0.01,-8.97,0.16,-3.95
58.17,-0.05,-0.02,-0.06,-8.98,0.15,-3.95
58.29,0.03,-0.0,0.06,-8.99,0.15,-3.95
58.4,0.04,0.06,0.12,-8.97,0.14,-3.96
58.52,-0.02,-0.05,-0.03,-9.0,0.15,-3.95
58.63,0.01,-0.0,0.09,-8.97,0.14,-3.97
58.74,-0.05,0.06,-0.09,-8.96,0.16,-3.99
58.86,-0.08,-0.02,-0.12,-8.97,0.15,-3.96
58.97,0.03,-0.02,0.06,-9.0,0.15,-3.95
59.09,-0.05,0.06,-0.07,-8.97,0.14,-3.96
59.2,-0.02,-0.05,0.03,-8.98,0.15,-3.97
59.32,-0.03,-0.05,-0.01,-8.99,0.16,-3.95
59.43,0.01,-0.04,0.12,-8.98,0.15,-3.95
59.54,-0.02,0.03,-0.06,-8.97,0.15,-3.97
59.66,-0.0,-0.02,-0.04,-8.99,0.14,-3.97
59.77,0.03,-0.0,0.06,-8.98,0.15,-3.95
59.89,0.04,0.03,0.12,-8.98,0.15,-3.97
60.0,0.06,-0.02,0.14,-8.98,0.16,-3.95
60.11,-0.11,-0.05,-0.21,-8.98,0.14,-3.94
60.23,0.01,-0.04,0.06,-8.97,0.14,-3.98
60.34,0.03,0.04,0.11,-8.97,0.15,-3.97
60.46,-0.0,0.03,0.02,-8.99,0.15,-3.98
60.57,-0.02,-0.04,0.02,-8.98,0.16,-3.96
60.68,0.01,0.03,0.12,-8.97,0.14,-3.94
60.8,-0.03,-0.05,-0.06,-8.98,0.14,-3.95
60.91,-0.03,-0.02,-0.01,-8.98,0.14,-3.97
61.03,0.01,0.06,0.05,-8.98,0.15,-3.96
61.14,0.01,0.03,-0.01,-8.98,0.13,-3.96
61.25,0.09,-0.02,0.22,-8.98,0.13,-3.97
61.37,0.01,-0.07,0.03,-8.98,0.15,-3.95
61.48,0.09,0.13,0.17,-8.99,0.15,-3.96
61.6,-0.02,-0.05,-0.01,-8.99,0.14,-3.97
61.71,-0.11,-0.11,-0.13,-8.97,0.14,-3.96
61.83,0.03,-0.02,0.11,-8.98,0.15,-3.98
61.94,0.03,-0.04,0.06,-8.99,0.16,-3.97
62.05,0.07,-0.07,0.17,-8.99,0.16,-3.97
62.17,0.01,-0.0,-0.01,-8.98,0.14,-3.96
62.28,-0.06,-0.0,-0.06,-8.98,0.15,-3.96
62.4,-0.03,-0.05,-0.06,-8.99,0.16,-3.95
62.51,-0.0,0.04,0.12,-8.99,0.15,-3.99
62.62,-0.05,-0.04,-0.13,-8.97,0.15,-3.95
62.74,-0.0,0.04,-0.01,-8.99,0.15,-3.97
62.85,0.06,0.09,0.16,-8.98,0.14,-3.96
62.97,-0.03,-0.05,-0.09,-8.98,0.15,-3.98
63.08,-0.06,-0.04,-0.07,-8.99,0.15,-3.95
63.2,0.03,-0.04,0.03,-8.98,0.15,-3.95
63.31,-0.03,-0.02,-0.04,-8.99,0.16,-3.97
63.42,-0.03,-0.08,-0.04,-8.99,0.15,-3.98
63.54,-0.0,-0.04,0.05,-8.98,0.14,-3.96
63.65,0.01,0.01,0.09,-8.99,0.15,-3.97
63.77,-0.05,-0.0,-0.04,-8.99,0.15,-3.97
63.88,0.01,-0.08,0.06,-8.98,0.15,-3.96
63.99,-0.0,-0.02,0.05,-8.96,0.14,-3.97
64.11,-0.02,0.01,-0.06,-8.98,0.13,-3.99
64.22,0.01,0.01,-0.01,-8.98,0.14,-3.98
64.34,-0.0,-0.07,0.08,-8.96,0.15,-3.95
64.45,0.04,-0.0,0.08,-8.98,0.16,-3.96
64.56,-0.06,0.01,-0.09,-8.98,0.15,-3.95
64.68,-0.0,-0.04,-0.01,-8.97,0.14,-3.94
64.79,-0.03,-0.0,-0.07,-8.97,0.16,-3.94
64.91,-0.06,-0.05,-0.09,-8.97,0.15,-3.98
65.02,-0.02,-0.04,0.03,-9.0,0.14,-3.96
65.13,0.03,0.03,0.08,-8.99,0.15,-3.98
65.25,0.03,0.01,-0.01,-8.98,0.15,-3.96
65.36,-0.02,0.01,-0.01,-8.97,0.15,-3.97
65.48,-0.02,-0.04,-0.06,-8.98,0.15,-3.96
65.59,-0.02,0.01,0.02,-8.99,0.15,-3.95
65.7,0.01,-0.0,0.02,-8.97,0.15,-3.96
65.82,-0.02,-0.0,-0.04,-8.97,0.14,-3.97
65.93,-0.02,0.01,0.0,-8.99,0.15,-3.97
66.05,-0.0,0.04,0.11,-9.0,0.15,-3.98
66.16,0.03,-0.02,0.11,-8.97,0.13,-3.98
66.28,-0.0,-0.05,-0.04,-9.0,0.14,-3.96
66.39,-0.03,-0.0,-0.03,-8.99,0.15,-3.97
66.5,0.01,0.03,0.09,-8.99,0.14,-3.97
66.62,-0.03,0.07,-0.06,-8.98,0.16,-3.99
66.73,-0.0,0.01,0.0,-8.97,0.16,-3.96
66.85,-0.0,-0.04,0.03,-8.98,0.14,-3.98
66.96,-0.05,-0.08,-0.06,-8.99,0.15,-3.97
67.08,0.03,-0.05,0.08,-8.98,0.15,-3.95
67.19,0.01,0.04,0.03,-8.99,0.14,-3.96
67.3,-0.02,-0.0,-0.01,-8.98,0.15,-3.96
67.42,-0.02,-0.05,-0.03,-8.97,0.14,-3.98
67.53,-0.0,0.01,0.02,-8.98,0.14,-3.95
67.65,-0.02,0.01,-0.01,-8.98,0.15,-3.97
67.76,-0.03,-0.0,-0.09,-8.98,0.13,-3.97
67.87,0.01,-0.08,0.14,-8.97,0.15,-3.95
67.99,0.03,0.04,0.12,-8.99,0.13,-3.98
68.1,0.03,0.04,0.0,-8.97,0.15,-3.97
68.21,-0.03,-0.04,-0.09,-8.98,0.14,-3.95
68.33,0.01,-0.05,0.09,-8.97,0.15,-3.97
68.44,0.01,-0.05,0.02,-8.97,0.15,-3.98
68.56,-0.0,-0.05,0.08,-8.99,0.15,-3.94
68.67,-0.02,-0.05,0.02,-8.98,0.14,-3.98
68.79,0.01,-0.05,0.08,-8.98,0.15,-3.97
68.9,0.03,0.01,0.02,-8.98,0.15,-3.96
69.01,0.03,0.03,-0.01,-8.99,0.15,-3.96
69.13,0.03,0.12,0.16,-8.99,0.15,-3.99
69.24,-0.0,-0.05,0.09,-8.97,0.15,-3.97
69.36,-0.03,-0.0,-0.06,-8.98,0.17,-3.98
69.47,-0.08,0.1,-0.24,-8.97,0.14,-3.98
69.58,-0.02,-0.04,0.0,-8.99,0.14,-3.97
69.7,-0.0,-0.16,0.09,-8.99,0.14,-3.98
69.81,0.12,0.22,0.23,-8.99,0.14,-3.96
69.93,0.03,0.19,0.09,-8.98,0.14,-3.99
70.04,-0.05,-0.04,-0.13,-8.98,0.14,-3.96
70.15,0.04,-0.08,0.16,-9.0,0.14,-3.98
70.27,-0.0,0.09,-0.06,-8.99,0.15,-3.97
70.38,0.03,-0.07,0.09,-8.98,0.17,-3.95
70.5,-0.03,-0.02,-0.03,-8.98,0.15,-3.96
70.61,0.03,0.04,0.03,-8.98,0.15,-3.96
70.72,-0.0,-0.02,0.11,-8.99,0.15,-3.97
70.84,-0.0,0.04,0.03,-8.98,0.14,-3.98
70.95,-0.0,-0.0,-0.01,-8.98,0.16,-3.98
71.07,0.03,-0.05,0.08,-8.98,0.15,-3.99
71.18,0.18,0.07,0.4,-8.96,0.15,-3.96
71.3,-0.25,0.04,-0.7,-9.0,0.14,-3.96
71.41,0.15,0.06,0.45,-8.97,0.13,-3.97
71.52,-0.05,0.04,-0.06,-8.98,0.14,-3.96
71.64,-0.05,-0.05,-0.09,-8.99,0.13,-3.96
71.75,0.07,-0.04,0.28,-8.98,0.15,-3.96
71.87,-0.05,-0.07,-0.07,-8.99,0.15,-3.98
71.98,-0.05,-0.0,-0.06,-8.98,0.14,-3.97
72.09,0.04,0.01,0.06,-8.99,0.13,-3.96
72.21,0.04,0.01,0.26,-8.98,0.14,-3.96
72.32,-0.03,-0.04,-0.04,-8.99,0.14,-3.95
72.44,-0.06,-0.02,-0.09,-8.99,0.14,-3.96
72.55,-0.0,-0.07,0.05,-8.98,0.15,-3.99
72.66,0.01,-0.0,-0.07,-8.97,0.15,-3.97
72.78,-0.05,-0.08,-0.1,-8.99,0.15,-3.95
72.89,0.03,-0.02,0.17,-8.98,0.14,-3.96
73.01,-0.02,0.04,0.03,-8.99,0.16,-3.99
73.12,-0.08,-0.0,-0.13,-8.98,0.14,-3.96
73.24,0.03,0.07,0.06,-8.98,0.14,-3.98
73.35,-0.02,0.01,-0.12,-8.96,0.14,-3.97
73.46,-0.0,-0.11,0.12,-8.97,0.13,-3.97
73.58,0.03,-0.0,0.05,-8.98,0.13,-3.96
73.69,0.03,-0.0,0.08,-9.0,0.14,-3.95
73.81,-0.05,0.04,-0.15,-8.98,0.16,-3.97
73.92,-0.03,-0.02,-0.07,-8.97,0.16,-3.96
74.04,-0.05,-0.0,0.0,-8.99,0.14,-3.98
74.15,-0.0,-0.05,0.06,-8.99,0.15,-3.95
74.26,-0.03,0.01,-0.03,-8.98,0.15,-3.96
74.38,-0.06,0.04,-0.15,-8.99,0.15,-3.98
74.49,0.01,0.01,0.06,-8.97,0.13,-3.98
74.61,-0.03,-0.07,0.0,-8.98,0.13,-3.98
74.72,-0.05,-0.07,-0.04,-9.0,0.14,-3.97
74.83,-0.06,0.04,-0.04,-8.97,0.14,-3.94
74.95,-0.05,-0.02,-0.09,-8.98,0.14,-3.96
75.06,0.01,-0.08,0.06,-8.99,0.14,-3.96
75.18,0.03,-0.02,0.14,-8.99,0.13,-3.97
75.29,-0.05,-0.02,-0.12,-8.99,0.15,-3.95
75.4,-0.0,0.01,0.02,-8.99,0.15,-3.96
75.52,-0.0,-0.02,0.0,-8.98,0.15,-3.97
75.63,0.04,0.03,0.14,-8.98,0.16,-3.95
75.75,-0.03,0.04,-0.09,-8.98,0.14,-3.97
75.86,-0.02,0.06,-0.12,-8.98,0.13,-3.96
75.97,-0.0,0.01,0.02,-8.99,0.14,-3.99
76.09,0.07,-0.0,0.22,-8.98,0.13,-3.97
76.2,-0.03,-0.04,-0.06,-9.0,0.14,-3.96
76.32,0.01,-0.02,0.12,-9.0,0.14,-3.99
76.43,0.06,0.01,0.17,-8.98,0.13,-3.98
76.54,-0.03,-0.0,-0.06,-8.98,0.14,-3.96
76.66,-0.05,-0.07,-0.13,-8.99,0.14,-3.94
76.77,-0.0,0.01,0.0,-8.98,0.15,-3.98
76.89,0.09,0.1,0.23,-8.98,0.15,-3.96
77.0,-0.06,0.09,-0.12,-8.99,0.15,-3.96
77.11,0.03,0.04,0.19,-8.97,0.15,-3.98
77.23,-0.09,-0.1,-0.2,-8.99,0.14,-3.95
77.34,-0.0,-0.07,0.06,-8.96,0.14,-3.94
77.46,-0.03,0.03,0.06,-8.97,0.15,-3.99
77.57,-0.0,0.03,-0.03,-8.98,0.13,-3.98
77.68,0.01,-0.05,0.05,-8.99,0.13,-3.98
77.8,0.04,0.01,0.11,-8.98,0.14,-3.97
77.91,0.1,-0.0,0.26,-8.99,0.14,-3.97
78.03,-0.0,-0.0,0.02,-8.98,0.14,-3.97
78.14,0.01,-0.02,0.06,-8.97,0.16,-3.96
78.26,-0.05,-0.04,-0.03,-8.99,0.14,-3.97
78.37,0.01,0.01,0.02,-8.99,0.14,-3.96
78.48,-0.06,-0.02,-0.04,-8.98,0.15,-3.95
78.6,-0.0,-0.02,-0.03,-8.97,0.15,-3.95
78.71,-0.02,-0.0,0.06,-8.98,0.14,-3.97
78.83,0.03,-0.0,0.11,-8.98,0.15,-3.98
78.94,0.03,0.04,0.0,-8.99,0.14,-3.97
79.05,-0.03,-0.02,-0.04,-8.97,0.15,-4.0
79.17,-0.03,-0.0,0.03,-8.98,0.16,-3.98
79.28,0.01,-0.02,0.03,-8.98,0.14,-3.98
79.4,-0.03,-0.02,-0.01,-8.99,0.14,-3.97
79.51,-0.05,-0.05,-0.06,-8.97,0.15,-3.96
79.63,0.01,-0.0,0.06,-8.99,0.13,-3.96
79.74,-0.0,-0.05,0.05,-8.98,0.15,-3.98
79.85,-0.02,-0.0,-0.07,-8.99,0.15,-3.98
79.97,-0.02,-0.04,-0.01,-8.98,0.12,-3.96
80.08,0.01,-0.0,0.06,-8.98,0.13,-3.96
80.2,-0.05,-0.02,-0.07,-8.98,0.13,-3.96
80.31,-0.05,0.03,0.05,-8.99,0.14,-3.97
80.42,-0.03,0.01,-0.04,-8.97,0.15,-3.96
80.54,-0.02,0.03,-0.01,-8.98,0.15,-3.97
80.65,-0.02,-0.0,0.02,-8.98,0.14,-3.98
80.77,-0.02,0.04,0.02,-8.98,0.14,-3.95
80.88,-0.05,-0.04,0.02,-8.98,0.15,-3.97
81.0,-0.02,-0.04,-0.03,-8.98,0.13,-3.97
81.11,-0.02,-0.02,0.03,-8.98,0.14,-3.96
81.22,-0.03,0.03,-0.04,-8.99,0.12,-3.97
81.34,0.03,-0.05,0.05,-8.98,0.14,-3.96
81.45,-0.02,-0.02,0.0,-8.98,0.14,-3.97
81.57,0.03,-0.05,0.08,-8.98,0.14,-3.96
81.68,-0.02,-0.02,0.0,-8.97,0.14,-3.98
81.79,-0.03,-0.05,0.02,-8.98,0.13,-3.95
81.91,-0.02,0.01,0.02,-8.97,0.14,-3.96
82.02,-0.05,-0.0,-0.03,-8.99,0.14,-3.94
82.14,-0.06,0.01,-0.04,-8.98,0.14,-3.97
82.25,-0.05,-0.0,-0.03,-8.98,0.14,-3.98
82.36,-0.0,0.01,0.03,-8.98,0.16,-3.97
82.48,-0.05,-0.02,-0.01,-8.98,0.14,-3.98
82.59,0.01,-0.04,0.05,-8.98,0.13,-3.95
82.71,-0.0,-0.02,0.09,-9.0,0.14,-3.96
82.82,-0.02,0.01,-0.06,-8.99,0.13,-3.96
82.94,-0.02,-0.02,-0.04,-8.98,0.13,-3.95
83.05,-0.03,0.03,0.0,-8.98,0.16,-3.97
83.16,-0.05,-0.02,-0.01,-8.99,0.15,-3.98
83.28,-0.03,-0.02,-0.01,-8.97,0.14,-3.97
83.39,0.01,-0.05,0.14,-8.98,0.13,-3.95
83.51,-0.0,-0.02,0.08,-9.0,0.13,-3.98
83.62,-0.0,-0.02,0.02,-8.98,0.15,-3.96
83.73,-0.05,-0.0,-0.06,-8.98,0.14,-3.96
83.85,-0.06,0.03,-0.12,-8.98,0.13,-3.95
83.96,-0.0,0.03,0.02,-8.98,0.15,-3.96
84.08,0.01,-0.05,0.09,-8.97,0.15,-3.98
84.19,0.03,-0.0,0.06,-8.96,0.13,-3.95
84.3,0.01,0.04,-0.01,-8.97,0.14,-3.98
84.42,-0.0,-0.02,0.0,-8.98,0.13,-3.95
84.53,0.04,0.03,0.12,-8.98,0.14,-3.97
84.65,-0.03,-0.04,-0.06,-8.98,0.15,-3.99
84.76,-0.03,-0.02,-0.04,-8.99,0.13,-3.96
84.88,0.01,-0.0,0.06,-8.99,0.15,-3.99
84.99,-0.03,0.03,-0.09,-8.98,0.14,-3.95
85.1,-0.0,0.04,0.03,-8.99,0.14,-3.97
85.22,0.03,-0.07,0.12,-8.98,0.14,-3.97
85.33,-0.0,0.01,0.03,-8.98,0.14,-3.95
85.45,-0.05,-0.04,0.02,-8.98,0.13,-3.98
85.56,-0.03,-0.05,0.05,-8.98,0.13,-3.96
85.68,-0.02,0.03,0.0,-8.98,0.14,-3.97
85.79,-0.02,0.01,0.0,-8.98,0.15,-3.98
85.9,-0.0,0.03,0.05,-8.97,0.14,-3.97
86.02,-0.03,-0.0,-0.06,-8.99,0.15,-3.97
86.13,0.01,-0.04,0.02,-8.99,0.13,-3.97
86.25,-0.02,-0.02,0.06,-8.97,0.15,-3.96
86.36,0.01,0.01,-0.01,-8.98,0.14,-3.97
86.47,-0.11,-0.05,-0.2,-8.98,0.13,-3.96
86.59,-0.03,-0.05,0.05,-8.98,0.14,-3.96
86.7,-0.05,0.03,-0.09,-8.97,0.13,-3.96
86.82,-0.0,-0.04,-0.04,-9.0,0.15,-3.98
86.93,0.01,0.03,0.11,-8.98,0.15,-3.96
87.04,-0.02,0.01,0.02,-8.99,0.15,-3.98
87.16,-0.08,0.01,0.0,-8.99,0.14,-3.95
87.27,-0.0,0.03,0.06,-8.98,0.14,-3.95
87.39,-0.02,-0.0,-0.06,-8.98,0.15,-4.0
87.5,-0.06,0.01,-0.12,-8.99,0.15,-3.96
87.61,-0.0,0.03,0.06,-8.98,0.14,-3.98
87.73,-0.0,0.01,0.03,-8.98,0.15,-3.98
87.84,-0.02,-0.05,0.0,-8.98,0.13,-3.96
87.96,0.03,0.01,0.09,-8.98,0.13,-3.97
88.07,-0.03,-0.0,-0.01,-8.96,0.14,-3.96
88.18,-0.03,-0.02,0.0,-8.98,0.14,-3.98
88.3,0.01,0.03,0.08,-8.99,0.15,-3.99
88.41,-0.05,0.06,-0.03,-8.98,0.14,-3.95
88.53,-0.05,0.01,-0.1,-8.98,0.14,-3.96
88.64,0.03,-0.07,0.11,-8.98,0.15,-3.97
88.75,-0.0,0.03,-0.04,-8.99,0.14,-3.97
88.87,-0.02,-0.0,-0.03,-8.98,0.16,-3.97
88.98,-0.0,0.03,0.0,-8.97,0.13,-3.97
89.1,0.07,0.04,0.25,-8.98,0.15,-3.96
89.21,-0.08,-0.02,-0.23,-8.99,0.13,-3.97
89.33,-0.0,-0.02,-0.06,-8.99,0.12,-3.98
89.44,-0.0,0.01,0.03,-8.99,0.14,-3.97
89.55,-0.05,-0.02,-0.13,-8.98,0.14,-3.96
89.67,-0.03,-0.0,0.0,-8.98,0.13,-3.97
89.78,-0.02,-0.02,0.08,-8.98,0.14,-3.98
89.9,-0.06,-0.0,-0.06,-8.98,0.14,-3.98
90.01,-0.02,-0.0,0.08,-8.98,0.14,-3.96
90.12,0.01,-0.02,0.11,-8.98,0.13,-3.96
90.24,0.01,-0.02,0.06,-8.98,0.13,-3.95
90.35,-0.02,-0.04,0.0,-9.01,0.14,-3.97
90.47,-0.06,-0.0,-0.06,-8.98,0.14,-3.95
90.58,0.03,-0.02,0.08,-8.97,0.14,-3.98
90.69,-0.03,0.01,0.0,-8.98,0.14,-3.98
90.81,-0.03,-0.02,-0.01,-8.98,0.13,-3.95
90.92,0.01,-0.0,0.03,-8.99,0.14,-3.96
91.04,-0.03,-0.02,-0.03,-8.99,0.15,-3.97
91.15,-0.03,-0.05,-0.01,-8.99,0.14,-3.96
91.27,-0.0,-0.02,0.08,-8.96,0.12,-3.96
91.38,-0.02,-0.04,0.02,-8.99,0.13,-3.98
91.5,0.01,-0.04,0.02,-8.98,0.15,-3.97
91.61,-0.02,0.01,-0.03,-8.98,0.14,-3.96
91.72,-0.03,-0.02,0.02,-8.97,0.13,-3.95
91.84,-0.02,-0.04,-0.01,-8.99,0.14,-3.98
91.95,-0.02,-0.04,0.03,-8.97,0.14,-3.95
92.06,-0.05,-0.0,-0.03,-8.97,0.14,-3.95
92.18,-0.0,0.03,0.0,-8.99,0.13,-3.96
92.29,-0.0,0.01,0.05,-8.98,0.15,-4.0
92.41,-0.02,0.03,-0.01,-8.97,0.14,-3.98
92.52,-0.05,-0.1,-0.01,-8.98,0.15,-3.95
92.64,0.01,-0.04,0.12,-8.97,0.14,-3.95
92.75,-0.06,0.06,-0.1,-8.99,0.14,-3.95
92.86,-0.08,-0.04,-0.15,-8.98,0.14,-3.97
92.98,-0.03,-0.02,0.03,-8.99,0.15,-3.99
93.09,-0.05,-0.05,-0.04,-8.97,0.14,-3.97
93.21,-0.0,-0.0,0.02,-8.98,0.14,-3.98
93.32,-0.0,-0.05,0.0,-8.99,0.14,-3.98
93.43,-0.03,-0.0,-0.03,-8.98,0.14,-3.97
93.55,-0.02,0.04,0.03,-8.99,0.14,-3.96
93.66,-0.02,0.03,-0.03,-8.98,0.14,-3.97
93.78,0.01,-0.0,0.08,-9.0,0.14,-3.97
93.89,-0.02,-0.0,-0.03,-8.98,0.15,-3.96
94.01,-0.05,0.03,-0.1,-8.99,0.15,-3.96
94.12,-0.05,0.01,0.0,-8.98,0.14,-3.96
94.23,0.01,0.03,0.06,-8.98,0.15,-3.96
94.35,0.03,0.09,0.0,-8.97,0.14,-3.98
94.46,-0.09,-0.08,-0.1,-8.97,0.12,-3.97
94.58,-0.0,-0.08,0.08,-8.99,0.14,-3.96
94.69,-0.02,-0.13,0.03,-8.99,0.14,-3.97
94.8,-0.02,0.06,0.0,-8.99,0.14,-3.97
94.92,-0.08,-0.0,-0.13,-9.0,0.14,-3.95
95.03,-0.03,-0.05,-0.01,-8.99,0.14,-3.97
95.15,-0.05,-0.02,-0.1,-8.99,0.12,-3.95
95.26,-0.14,-0.05,-0.21,-8.98,0.14,-3.99
95.38,-0.02,0.04,0.05,-8.97,0.14,-3.99
95.49,-0.06,0.04,-0.09,-8.99,0.15,-3.96
95.6,-0.0,0.04,0.03,-8.99,0.13,-3.97
95.72,-0.03,-0.07,0.08,-8.97,0.14,-3.96
95.83,-0.05,-0.04,-0.06,-8.99,0.14,-3.97
95.95,-0.05,0.04,-0.07,-8.99,0.14,-3.97
96.06,-0.0,0.06,-0.04,-8.97,0.15,-3.96
96.18,-0.06,-0.05,-0.04,-8.99,0.14,-3.97
96.29,0.06,0.01,0.14,-8.97,0.14,-3.98
96.4,-0.06,-0.05,-0.07,-8.97,0.13,-3.97
96.52,-0.0,-0.04,0.03,-8.97,0.13,-3.97
96.63,0.03,-0.02,0.06,-8.99,0.14,-3.95
96.75,-0.02,-0.07,0.0,-8.99,0.13,-3.96
96.86,0.01,-0.0,0.02,-8.98,0.14,-3.94
96.97,-0.05,0.07,-0.09,-8.97,0.13,-3.96
97.09,0.07,-0.0,0.08,-8.98,0.14,-3.96
97.2,-0.02,-0.0,-0.04,-9.0,0.15,-3.97
97.32,0.03,-0.05,0.16,-8.98,0.12,-3.96
97.43,-0.08,-0.0,-0.13,-8.99,0.14,-3.95
97.54,-0.03,0.01,-0.06,-8.97,0.12,-3.98
97.66,0.04,-0.04,0.08,-8.98,0.14,-3.95
97.77,-0.03,-0.08,-0.07,-8.98,0.14,-3.95
97.89,-0.08,-0.07,-0.12,-8.98,0.15,-3.98
98.0,-0.0,0.03,0.06,-8.98,0.16,-3.99
98.12,-0.02,-0.0,0.02,-8.98,0.14,-3.96
98.23,-0.0,-0.02,0.03,-9.0,0.16,-3.95
98.34,-0.02,0.03,-0.06,-8.96,0.14,-3.96
98.46,0.01,-0.05,0.08,-8.98,0.13,-3.98
98.57,0.01,-0.05,-0.01,-8.98,0.14,-3.97
98.69,0.03,-0.02,0.09,-8.98,0.14,-3.95
98.8,-0.0,0.03,-0.01,-8.96,0.14,-3.97
98.91,-0.03,-0.07,-0.06,-8.97,0.14,-3.97
99.03,0.04,-0.05,0.08,-8.97,0.14,-3.98
99.14,0.01,-0.0,0.02,-8.98,0.14,-3.96
99.26,-0.02,-0.0,-0.01,-8.99,0.14,-3.97
99.37,0.1,0.06,0.19,-8.97,0.14,-3.94
99.48,-0.12,-0.05,-0.24,-8.99,0.13,-3.99
99.6,0.04,0.01,0.09,-8.98,0.14,-3.96
99.71,-0.03,-0.11,0.03,-9.0,0.13,-3.96
99.83,-0.02,0.13,-0.01,-8.96,0.14,-3.97
99.94,-0.08,0.04,-0.13,-9.0,0.13,-3.96
100.06,-0.02,-0.0,0.02,-8.99,0.15,-3.98
100.17,0.06,-0.02,0.14,-8.98,0.14,-3.99
100.28,-0.08,-0.0,-0.2,-8.98,0.15,-3.97
