Time[s],RateRoll[deg/s],RatePitch[deg/s],RateYaw[deg/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],Torque[Nm]
1487.95,0.91,-0.67,0.42,6.37,-7.43,0.25,-0.03
1488.09,0.94,-0.63,0.4,6.36,-7.44,0.28,-0.03
1488.22,0.98,-0.61,0.39,6.36,-7.43,0.31,-0.03
1488.36,1.01,-0.64,0.39,6.37,-7.43,0.33,-0.03
1488.5,1.04,-0.68,0.4,6.38,-7.43,0.33,-0.03
1488.64,1.07,-0.69,0.42,6.39,-7.44,0.31,-0.03
1488.78,1.09,-0.69,0.45,6.37,-7.45,0.3,-0.03
1488.91,1.13,-0.65,0.49,6.36,-7.46,0.29,-0.03
1489.05,1.16,-0.6,0.45,6.36,-7.46,0.28,-0.03
1489.19,1.14,-0.6,0.37,6.37,-7.47,0.28,-0.03
1489.32,1.1,-0.64,0.3,6.38,-7.47,0.28,-0.03
1489.46,1.08,-0.66,0.28,6.38,-7.47,0.29,-0.03
1489.6,1.04,-0.66,0.32,6.36,-7.47,0.3,-0.03
1489.74,1.01,-0.67,0.37,6.34,-7.46,0.3,-0.03
1489.87,1.04,-0.66,0.4,6.33,-7.45,0.29,-0.03
1490.01,1.06,-0.65,0.41,6.32,-7.45,0.28,-0.03
1490.15,1.07,-0.69,0.42,6.33,-7.43,0.28,-0.03
1490.29,1.11,-0.75,0.45,6.34,-7.42,0.3,-0.03
1490.42,1.13,-0.79,0.48,6.33,-7.43,0.31,-0.03
1490.56,1.12,-0.78,0.47,6.33,-7.44,0.29,-0.03
1490.7,1.1,-0.77,0.43,6.34,-7.44,0.27,-0.03
1490.84,1.09,-0.75,0.43,6.36,-7.44,0.27,-0.03
1490.97,1.07,-0.71,0.47,6.37,-7.43,0.29,-0.03
1491.11,1.06,-0.67,0.47,6.37,-7.43,0.32,-0.03
1491.25,1.06,-0.65,0.44,6.35,-7.42,0.34,-0.03
1491.39,1.04,-0.65,0.44,6.33,-7.43,0.35,-0.03
1491.52,1.02,-0.67,0.45,6.33,-7.43,0.35,-0.03
1491.66,1.04,-0.67,0.44,6.34,-7.43,0.32,-0.03
1491.8,1.06,-0.67,0.39,6.34,-7.44,0.29,-0.03
1491.94,1.06,-0.65,0.32,6.33,-7.45,0.27,-0.03
1492.07,1.03,-0.62,0.29,6.32,-7.44,0.27,-0.03
1492.21,0.99,-0.64,0.33,6.31,-7.46,0.28,-0.03
1492.35,0.97,-0.69,0.39,6.3,-7.5,0.27,-0.03
1492.49,0.96,-0.72,0.41,6.3,-7.5,0.27,-0.03
1492.62,0.93,-0.7,0.41,6.33,-7.47,0.28,-0.03
1492.76,0.91,-0.67,0.41,6.35,-7.47,0.29,-0.03
1492.9,0.94,-0.67,0.42,6.36,-7.47,0.29,-0.03
1493.04,1.0,-0.68,0.46,6.35,-7.46,0.29,-0.03
1493.17,1.05,-0.69,0.44,6.33,-7.45,0.29,-0.03
1493.31,1.1,-0.7,0.39,6.31,-7.45,0.28,-0.03
1493.45,1.11,-0.72,0.33,6.32,-7.44,0.26,-0.03
1493.59,1.07,-0.7,0.31,6.33,-7.44,0.25,-0.03
1493.72,1.04,-0.67,0.33,6.32,-7.45,0.26,-0.03
1493.86,1.02,-0.65,0.36,6.31,-7.46,0.27,-0.03
1494.0,1.02,-0.65,0.36,6.33,-7.46,0.28,-0.03
1494.14,1.0,-0.65,0.37,6.35,-7.46,0.28,-0.03
1494.27,0.97,-0.63,0.39,6.35,-7.46,0.26,-0.03
1494.41,0.96,-0.64,0.45,6.34,-7.44,0.26,-0.03
1494.55,0.96,-0.7,0.49,6.34,-7.43,0.26,-0.03
1494.69,0.96,-0.74,0.5,6.35,-7.43,0.26,-0.03
1494.82,0.99,-0.74,0.51,6.36,-7.45,0.28,-0.03
1494.96,1.02,-0.71,0.49,6.35,-7.47,0.31,-0.03
1495.1,1.05,-0.66,0.44,6.35,-7.48,0.32,-0.03
1495.23,1.05,-0.64,0.38,6.35,-7.46,0.3,-0.03
1495.37,1.04,-0.6,0.34,6.36,-7.44,0.28,-0.03
1495.51,1.05,-0.55,0.3,6.37,-7.43,0.25,-0.03
1495.65,1.09,-0.56,0.25,6.38,-7.42,0.24,-0.03
1495.79,1.13,-0.61,0.25,6.38,-7.42,0.25,-0.03
1495.92,1.12,-0.65,0.31,6.38,-7.41,0.25,-0.03
1496.06,1.1,-0.67,0.41,6.38,-7.4,0.25,-0.03
1496.2,1.11,-0.67,0.49,6.37,-7.4,0.26,-0.03
1496.33,1.13,-0.65,0.5,6.35,-7.42,0.29,-0.03
1496.47,1.14,-0.65,0.43,6.34,-7.43,0.31,-0.03
1496.61,1.13,-0.63,0.37,6.34,-7.43,0.31,-0.03
1496.75,1.13,-0.62,0.38,6.33,-7.43,0.29,-0.03
1496.88,1.12,-0.63,0.43,6.34,-7.41,0.29,-0.03
1497.02,1.09,-0.63,0.43,6.36,-7.39,0.29,-0.03
1497.16,1.05,-0.61,0.38,6.37,-7.37,0.29,-0.03
1497.3,1.0,-0.62,0.34,6.38,-7.38,0.28,-0.03
1497.43,1.0,-0.64,0.36,6.37,-7.4,0.27,-0.03
1497.57,1.03,-0.67,0.41,6.34,-7.44,0.27,-0.03
1497.71,1.04,-0.71,0.46,6.32,-7.48,0.27,-0.03
1497.85,1.05,-0.73,0.5,6.3,-7.51,0.27,-0.03
1497.98,1.06,-0.71,0.5,6.31,-7.5,0.26,-0.03
1498.12,1.05,-0.66,0.45,6.32,-7.48,0.26,-0.03
1498.26,1.03,-0.61,0.42,6.33,-7.46,0.27,-0.03
1498.4,1.03,-0.58,0.41,6.34,-7.44,0.28,-0.03
1498.53,1.06,-0.58,0.38,6.35,-7.44,0.28,-0.03
1498.67,1.1,-0.62,0.33,6.34,-7.45,0.28,-0.03
1498.81,1.1,-0.65,0.31,6.33,-7.45,0.28,-0.03
1498.95,1.07,-0.63,0.31,6.34,-7.45,0.28,-0.03
1499.08,1.04,-0.6,0.34,6.35,-7.45,0.27,-0.03
1499.22,1.04,-0.58,0.39,6.37,-7.44,0.26,-0.03
1499.36,1.05,-0.55,0.42,6.38,-7.43,0.28,-0.03
1499.49,1.03,-0.53,0.46,6.4,-7.42,0.3,-0.03
1499.63,1.01,-0.57,0.44,6.39,-7.41,0.3,-0.03
1499.77,1.02,-0.66,0.4,6.37,-7.43,0.29,-0.03
1499.91,1.01,-0.71,0.41,6.36,-7.44,0.28,-0.03
1500.05,1.01,-0.73,0.42,6.35,-7.46,0.27,-0.03
1500.18,1.02,-0.73,0.38,6.34,-7.47,0.26,-0.03
1500.32,1.02,-0.68,0.33,6.35,-7.46,0.26,-0.03
1500.46,1.0,-0.6,0.35,6.35,-7.45,0.27,-0.03
1500.59,0.96,-0.52,0.38,6.35,-7.44,0.29,-0.03
1500.73,0.94,-0.5,0.36,6.35,-7.45,0.31,-0.03
1500.87,0.98,-0.54,0.33,6.35,-7.47,0.31,-0.03
1501.01,1.03,-0.61,0.35,6.35,-7.48,0.29,-0.03
1501.15,1.07,-0.65,0.36,6.35,-7.48,0.27,-0.03
1501.28,1.1,-0.64,0.33,6.35,-7.46,0.26,-0.03
1501.42,1.14,-0.64,0.32,6.35,-7.45,0.26,-0.03
1501.56,1.13,-0.62,0.33,6.34,-7.44,0.26,-0.03
1501.69,1.08,-0.57,0.36,6.33,-7.45,0.26,-0.03
1501.83,1.04,-0.53,0.4,6.32,-7.46,0.26,-0.03
1501.97,1.04,-0.56,0.41,6.32,-7.46,0.26,-0.03
1502.11,1.06,-0.6,0.38,6.34,-7.46,0.26,-0.03
1502.24,1.09,-0.65,0.34,6.34,-7.46,0.25,-0.03
1502.38,1.14,-0.7,0.32,6.33,-7.46,0.26,-0.03
1502.52,1.12,-0.73,0.32,6.32,-7.45,0.29,-0.03
1502.66,1.05,-0.7,0.33,6.31,-7.43,0.29,-0.03
1502.79,0.98,-0.65,0.36,6.32,-7.43,0.28,-0.03
1502.93,0.93,-0.64,0.4,6.34,-7.43,0.3,-0.03
1503.07,0.93,-0.66,0.43,6.35,-7.43,0.32,-0.03
1503.21,0.95,-0.69,0.44,6.34,-7.42,0.31,-0.03
1503.34,0.98,-0.69,0.45,6.34,-7.42,0.29,-0.03
1503.48,1.0,-0.65,0.46,6.34,-7.41,0.27,-0.03
1503.62,1.03,-0.62,0.46,6.35,-7.41,0.26,-0.03
1503.76,1.04,-0.61,0.43,6.35,-7.39,0.28,-0.03
1503.89,1.05,-0.61,0.39,6.35,-7.39,0.3,-0.03
1504.03,1.06,-0.62,0.38,6.36,-7.39,0.32,-0.03
1504.17,1.05,-0.64,0.39,6.37,-7.39,0.33,-0.03
1504.31,1.03,-0.68,0.39,6.38,-7.39,0.33,-0.03
1504.44,1.02,-0.68,0.37,6.37,-7.42,0.32,-0.03
1504.58,0.99,-0.66,0.35,6.35,-7.44,0.31,-0.03
1504.72,0.98,-0.63,0.33,6.34,-7.44,0.3,-0.03
1504.86,1.01,-0.6,0.31,6.34,-7.44,0.29,-0.03
1504.99,1.08,-0.58,0.31,6.33,-7.43,0.29,-0.03
1505.13,1.13,-0.58,0.31,6.33,-7.45,0.29,-0.03
1505.27,1.13,-0.6,0.32,6.34,-7.47,0.3,-0.03
1505.41,1.09,-0.63,0.34,6.36,-7.47,0.3,-0.03
1505.54,1.04,-0.62,0.37,6.36,-7.46,0.29,-0.03
1505.68,1.01,-0.61,0.41,6.35,-7.46,0.28,-0.03
1505.82,1.02,-0.64,0.47,6.34,-7.47,0.29,-0.03
1505.96,1.05,-0.67,0.52,6.34,-7.48,0.3,-0.03
1506.09,1.08,-0.67,0.51,6.35,-7.49,0.3,-0.03
1506.23,1.07,-0.66,0.44,6.36,-7.49,0.29,-0.03
1506.37,1.06,-0.65,0.38,6.36,-7.48,0.29,-0.03
1506.51,1.06,-0.63,0.36,6.35,-7.46,0.29,-0.03
1506.64,1.05,-0.64,0.39,6.34,-7.45,0.29,-0.03
1506.78,1.05,-0.69,0.44,6.33,-7.45,0.31,-0.03
1506.92,1.05,-0.68,0.47,6.33,-7.45,0.33,-0.03
1507.06,1.06,-0.62,0.46,6.33,-7.45,0.34,-0.03
1507.19,1.09,-0.58,0.44,6.34,-7.44,0.33,-0.03
1507.33,1.15,-0.59,0.41,6.33,-7.44,0.31,-0.03
1507.47,1.17,-0.62,0.39,6.32,-7.44,0.3,-0.03
1507.6,1.12,-0.64,0.38,6.33,-7.43,0.29,-0.03
1507.74,1.04,-0.66,0.37,6.35,-7.43,0.29,-0.03
1507.88,1.02,-0.65,0.36,6.36,-7.44,0.3,-0.03
1508.02,1.05,-0.61,0.36,6.37,-7.44,0.31,-0.03
1508.15,1.08,-0.57,0.4,6.37,-7.44,0.31,-0.03
1508.29,1.11,-0.56,0.47,6.35,-7.44,0.3,-0.03
1508.43,1.15,-0.59,0.52,6.34,-7.43,0.3,-0.03
1508.57,1.14,-0.6,0.51,6.33,-7.42,0.3,-0.03
1508.7,1.09,-0.6,0.49,6.33,-7.42,0.3,-0.03
1508.84,1.03,-0.62,0.48,6.32,-7.42,0.29,-0.03
1508.98,1.0,-0.65,0.48,6.32,-7.44,0.28,-0.03
1509.11,1.01,-0.63,0.48,6.33,-7.45,0.27,-0.03
1509.25,1.03,-0.6,0.5,6.35,-7.46,0.27,-0.03
1509.39,1.07,-0.58,0.49,6.36,-7.46,0.28,-0.03
1509.53,1.1,-0.56,0.42,6.35,-7.46,0.29,-0.03
1509.67,1.09,-0.57,0.37,6.34,-7.45,0.29,-0.03
1509.8,1.02,-0.61,0.34,6.33,-7.44,0.29,-0.03
1509.94,0.95,-0.62,0.31,6.33,-7.44,0.29,-0.03
1510.08,0.95,-0.65,0.27,6.34,-7.45,0.27,-0.03
1510.21,0.99,-0.67,0.27,6.36,-7.45,0.26,-0.03
1510.35,1.02,-0.66,0.28,6.36,-7.45,0.25,-0.03
1510.49,1.03,-0.62,0.29,6.36,-7.46,0.26,-0.03
1510.63,1.04,-0.6,0.3,6.34,-7.46,0.28,-0.03
1510.76,1.03,-0.59,0.33,6.32,-7.46,0.29,-0.03
1510.9,1.02,-0.63,0.37,6.3,-7.45,0.3,-0.03
1511.04,1.04,-0.7,0.44,6.29,-7.44,0.31,-0.03
1511.18,1.04,-0.76,0.47,6.3,-7.44,0.31,-0.03
1511.31,1.02,-0.77,0.48,6.32,-7.44,0.3,-0.03
1511.45,1.02,-0.74,0.49,6.35,-7.44,0.27,-0.03
1511.59,1.03,-0.71,0.47,6.36,-7.45,0.25,-0.03
1511.72,1.04,-0.69,0.42,6.36,-7.45,0.26,-0.03
1511.86,1.04,-0.67,0.37,6.34,-7.46,0.26,-0.03
1512.0,1.01,-0.66,0.34,6.33,-7.45,0.26,-0.03
1512.14,0.99,-0.65,0.35,6.33,-7.44,0.26,-0.03
1512.28,0.99,-0.62,0.37,6.32,-7.44,0.26,-0.03
1512.41,0.99,-0.58,0.37,6.33,-7.44,0.27,-0.03
1512.55,0.97,-0.58,0.36,6.34,-7.44,0.28,-0.03
1512.69,0.95,-0.62,0.37,6.35,-7.44,0.28,-0.03
1512.82,0.96,-0.65,0.39,6.35,-7.43,0.28,-0.03
1512.96,0.98,-0.66,0.4,6.35,-7.43,0.29,-0.03
1513.1,0.99,-0.65,0.39,6.36,-7.44,0.3,-0.03
1513.24,1.02,-0.62,0.39,6.36,-7.45,0.31,-0.03
1513.38,1.05,-0.63,0.36,6.36,-7.46,0.32,-0.03
1513.51,1.07,-0.66,0.32,6.36,-7.46,0.33,-0.03
1513.65,1.1,-0.67,0.31,6.37,-7.45,0.31,-0.03
1513.79,1.11,-0.66,0.36,6.38,-7.43,0.28,-0.03
1513.92,1.08,-0.67,0.45,6.38,-7.42,0.27,-0.03
1514.06,1.04,-0.7,0.5,6.37,-7.44,0.27,-0.03
1514.2,1.05,-0.73,0.47,6.36,-7.46,0.27,-0.03
1514.34,1.09,-0.71,0.39,6.34,-7.47,0.29,-0.03
1514.47,1.1,-0.69,0.34,6.31,-7.45,0.33,-0.03
1514.61,1.1,-0.68,0.33,6.31,-7.44,0.33,-0.03
1514.75,1.14,-0.65,0.36,6.31,-7.44,0.31,-0.03
1514.89,1.16,-0.61,0.39,6.31,-7.45,0.29,-0.03
1515.02,1.11,-0.61,0.39,6.32,-7.46,0.28,-0.03
1515.16,1.06,-0.64,0.38,6.33,-7.48,0.28,-0.03
1515.3,1.04,-0.67,0.41,6.34,-7.47,0.29,-0.03
1515.44,1.03,-0.68,0.45,6.35,-7.46,0.3,-0.03
1515.57,1.03,-0.65,0.42,6.37,-7.45,0.3,-0.03
1515.71,1.04,-0.61,0.37,6.38,-7.43,0.31,-0.03
1515.85,1.05,-0.57,0.37,6.37,-7.42,0.3,-0.03
1515.98,1.03,-0.57,0.42,6.35,-7.41,0.28,-0.03
1516.12,1.01,-0.63,0.44,6.34,-7.41,0.28,-0.03
1516.26,0.98,-0.71,0.39,6.35,-7.42,0.29,-0.03
1516.4,0.98,-0.76,0.36,6.35,-7.43,0.29,-0.03
1516.54,1.03,-0.76,0.39,6.36,-7.44,0.29,-0.03
1516.67,1.07,-0.74,0.46,6.36,-7.45,0.3,-0.03
1516.81,1.06,-0.75,0.5,6.36,-7.46,0.3,-0.03
1516.95,1.01,-0.73,0.51,6.37,-7.46,0.28,-0.03
1517.08,0.99,-0.65,0.51,6.37,-7.45,0.27,-0.03
1517.22,0.99,-0.6,0.46,6.36,-7.45,0.27,-0.03
1517.36,0.97,-0.59,0.39,6.35,-7.45,0.27,-0.03
1517.5,0.96,-0.6,0.38,6.34,-7.46,0.27,-0.03
1517.63,1.0,-0.65,0.41,6.33,-7.46,0.27,-0.03
1517.77,1.05,-0.7,0.44,6.31,-7.47,0.27,-0.03
1517.91,1.09,-0.72,0.45,6.3,-7.47,0.27,-0.03
1518.05,1.14,-0.71,0.43,6.32,-7.47,0.25,-0.03
1518.18,1.17,-0.7,0.39,6.33,-7.45,0.24,-0.03
1518.32,1.14,-0.71,0.35,6.34,-7.44,0.24,-0.03
1518.46,1.1,-0.76,0.33,6.33,-7.45,0.25,-0.03
1518.6,1.07,-0.77,0.35,6.33,-7.46,0.27,-0.03
1518.73,1.05,-0.77,0.38,6.32,-7.47,0.29,-0.03
1518.87,1.05,-0.78,0.38,6.31,-7.47,0.29,-0.03
1519.01,1.09,-0.77,0.37,6.32,-7.47,0.27,-0.03
1519.15,1.13,-0.74,0.38,6.33,-7.47,0.26,-0.03
1519.28,1.11,-0.7,0.39,6.34,-7.47,0.26,-0.03
1519.42,1.07,-0.67,0.39,6.35,-7.45,0.28,-0.03
1519.56,1.04,-0.66,0.34,6.34,-7.44,0.3,-0.03
1519.69,1.01,-0.63,0.3,6.34,-7.45,0.31,-0.03
1519.83,0.97,-0.58,0.33,6.34,-7.46,0.3,-0.03
1519.97,0.96,-0.56,0.36,6.32,-7.46,0.29,-0.03
1520.11,0.98,-0.58,0.36,6.32,-7.46,0.29,-0.03
1520.24,0.99,-0.6,0.34,6.34,-7.45,0.31,-0.03
1520.38,1.0,-0.6,0.32,6.35,-7.45,0.3,-0.03
1520.52,1.02,-0.61,0.32,6.35,-7.45,0.29,-0.03
1520.66,1.02,-0.65,0.33,6.34,-7.46,0.29,-0.03
1520.8,1.02,-0.68,0.36,6.34,-7.45,0.29,-0.03
1520.93,1.04,-0.67,0.4,6.33,-7.45,0.3,-0.03
1521.07,1.09,-0.64,0.42,6.33,-7.46,0.3,-0.03
1521.21,1.15,-0.63,0.41,6.33,-7.47,0.3,-0.03
1521.34,1.18,-0.61,0.41,6.34,-7.46,0.3,-0.03
1521.48,1.18,-0.59,0.42,6.35,-7.46,0.27,-0.03
1521.62,1.17,-0.58,0.41,6.34,-7.45,0.25,-0.03
1521.76,1.17,-0.61,0.39,6.34,-7.45,0.27,-0.03
1521.89,1.15,-0.66,0.36,6.34,-7.45,0.31,-0.03
1522.03,1.13,-0.71,0.36,6.33,-7.46,0.32,-0.03
1522.17,1.12,-0.71,0.37,6.32,-7.47,0.32,-0.03
1522.31,1.12,-0.67,0.38,6.31,-7.47,0.31,-0.03
1522.44,1.09,-0.63,0.37,6.3,-7.47,0.32,-0.03
1522.58,1.06,-0.63,0.35,6.31,-7.45,0.32,-0.03
1522.72,1.06,-0.64,0.33,6.32,-7.44,0.32,-0.03
1522.86,1.03,-0.66,0.39,6.34,-7.44,0.32,-0.03
1522.99,0.97,-0.68,0.48,6.36,-7.46,0.31,-0.03
1523.13,0.95,-0.67,0.53,6.38,-7.46,0.29,-0.03
1523.27,0.96,-0.68,0.51,6.37,-7.47,0.27,-0.03
1523.41,1.0,-0.7,0.44,6.36,-7.46,0.28,-0.03
1523.54,1.06,-0.69,0.39,6.35,-7.46,0.29,-0.03
1523.68,1.08,-0.66,0.39,6.34,-7.45,0.29,-0.03
1523.82,1.07,-0.66,0.39,6.33,-7.43,0.28,-0.03
1523.95,1.06,-0.7,0.4,6.33,-7.42,0.27,-0.03
1524.09,1.06,-0.71,0.43,6.34,-7.43,0.26,-0.03
1524.23,1.06,-0.71,0.44,6.35,-7.43,0.28,-0.03
1524.37,1.03,-0.7,0.44,6.35,-7.43,0.31,-0.03
1524.51,0.99,-0.67,0.44,6.34,-7.42,0.31,-0.03
1524.64,0.98,-0.63,0.42,6.34,-7.43,0.29,-0.03
1524.78,1.0,-0.61,0.4,6.35,-7.44,0.29,-0.03
1524.92,1.02,-0.59,0.39,6.36,-7.46,0.29,-0.03
1525.06,1.0,-0.57,0.38,6.38,-7.45,0.3,-0.03
1525.19,0.99,-0.57,0.37,6.4,-7.41,0.33,-0.03
1525.33,1.03,-0.57,0.37,6.4,-7.39,0.35,-0.03
1525.47,1.05,-0.56,0.36,6.38,-7.4,0.34,-0.03
1525.6,1.0,-0.57,0.35,6.36,-7.42,0.33,-0.03
1525.74,0.95,-0.6,0.35,6.35,-7.45,0.31,-0.03
1525.88,0.93,-0.62,0.33,6.34,-7.45,0.28,-0.03
1526.02,0.94,-0.64,0.34,6.33,-7.45,0.26,-0.03
1526.15,0.97,-0.64,0.42,6.33,-7.46,0.26,-0.03
1526.29,1.01,-0.61,0.49,6.33,-7.45,0.28,-0.03
1526.43,1.04,-0.62,0.53,6.33,-7.44,0.29,-0.03
1526.57,1.06,-0.71,0.53,6.35,-7.42,0.29,-0.03
1526.7,1.07,-0.78,0.47,6.37,-7.41,0.29,-0.03
1526.84,1.05,-0.78,0.41,6.38,-7.42,0.27,-0.03
1526.98,1.05,-0.71,0.4,6.36,-7.45,0.27,-0.03
1527.12,1.06,-0.64,0.42,6.34,-7.46,0.27,-0.03
1527.25,1.07,-0.62,0.44,6.34,-7.46,0.27,-0.03
1527.39,1.11,-0.65,0.45,6.33,-7.46,0.26,-0.03
1527.53,1.13,-0.69,0.46,6.32,-7.46,0.25,-0.03
1527.67,1.09,-0.68,0.49,6.32,-7.45,0.26,-0.03
1527.8,1.06,-0.67,0.5,6.32,-7.45,0.28,-0.03
1527.94,1.07,-0.67,0.46,6.32,-7.45,0.29,-0.03
1528.08,1.09,-0.67,0.43,6.34,-7.45,0.3,-0.03
1528.21,1.06,-0.68,0.43,6.35,-7.44,0.28,-0.03
1528.35,1.02,-0.68,0.44,6.35,-7.44,0.27,-0.03
1528.49,1.01,-0.67,0.43,6.35,-7.44,0.28,-0.03
1528.63,1.03,-0.65,0.46,6.35,-7.44,0.29,-0.03
1528.77,1.05,-0.64,0.48,6.33,-7.44,0.29,-0.03
1528.9,1.07,-0.69,0.47,6.32,-7.43,0.29,-0.03
1529.04,1.07,-0.71,0.44,6.32,-7.42,0.3,-0.03
1529.18,1.05,-0.69,0.4,6.34,-7.42,0.3,-0.03
1529.31,1.04,-0.66,0.35,6.35,-7.42,0.29,-0.03
1529.45,1.06,-0.63,0.33,6.36,-7.42,0.28,-0.03
1529.59,1.1,-0.61,0.35,6.35,-7.44,0.28,-0.03
1529.73,1.12,-0.62,0.38,6.33,-7.46,0.29,-0.03
1529.86,1.12,-0.65,0.42,6.32,-7.46,0.3,-0.03
1530.0,1.12,-0.66,0.43,6.33,-7.46,0.31,-0.03
1530.14,1.14,-0.66,0.39,6.34,-7.44,0.3,-0.03
1530.28,1.15,-0.67,0.35,6.35,-7.43,0.29,-0.03
1530.42,1.11,-0.68,0.36,6.36,-7.43,0.29,-0.03
1530.55,1.04,-0.69,0.39,6.36,-7.43,0.3,-0.03
1530.69,0.99,-0.72,0.42,6.35,-7.43,0.3,-0.03
1530.83,0.98,-0.73,0.41,6.34,-7.45,0.29,-0.03
1530.96,0.97,-0.72,0.38,6.33,-7.45,0.28,-0.03
1531.1,0.97,-0.68,0.39,6.33,-7.43,0.29,-0.03
1531.24,1.0,-0.62,0.4,6.33,-7.41,0.29,-0.03
1531.38,1.04,-0.56,0.39,6.33,-7.41,0.28,-0.03
1531.51,1.03,-0.53,0.39,6.33,-7.43,0.27,-0.03
1531.65,1.01,-0.57,0.38,6.35,-7.44,0.29,-0.03
1531.79,1.03,-0.63,0.38,6.36,-7.44,0.31,-0.03
1531.93,1.05,-0.67,0.42,6.36,-7.45,0.32,-0.03
1532.06,1.07,-0.68,0.47,6.35,-7.46,0.33,-0.03
1532.2,1.08,-0.67,0.5,6.35,-7.45,0.33,-0.03
1532.34,1.09,-0.65,0.5,6.36,-7.44,0.33,-0.03
1532.48,1.12,-0.65,0.48,6.36,-7.44,0.33,-0.03
1532.61,1.13,-0.67,0.47,6.36,-7.45,0.34,-0.03
1532.75,1.1,-0.7,0.47,6.35,-7.47,0.33,-0.03
1532.89,1.04,-0.71,0.47,6.35,-7.48,0.32,-0.03
1533.03,1.01,-0.67,0.47,6.34,-7.47,0.3,-0.03
1533.16,1.01,-0.64,0.44,6.33,-7.45,0.29,-0.03
1533.3,1.03,-0.64,0.45,6.32,-7.45,0.29,-0.03
1533.44,1.06,-0.67,0.49,6.32,-7.46,0.3,-0.03
1533.58,1.09,-0.68,0.47,6.32,-7.47,0.3,-0.03
1533.71,1.06,-0.67,0.41,6.33,-7.46,0.29,-0.03
1533.85,1.02,-0.67,0.35,6.33,-7.43,0.28,-0.03
1533.99,1.0,-0.66,0.32,6.34,-7.42,0.26,-0.03
1534.13,1.0,-0.63,0.32,6.35,-7.43,0.26,-0.03
1534.26,0.99,-0.59,0.32,6.35,-7.44,0.27,-0.03
1534.4,0.99,-0.59,0.34,6.34,-7.45,0.28,-0.03
1534.54,0.98,-0.59,0.36,6.34,-7.47,0.28,-0.03
1534.68,0.98,-0.63,0.38,6.34,-7.47,0.26,-0.03
1534.81,1.0,-0.68,0.37,6.34,-7.46,0.25,-0.03
1534.95,1.05,-0.69,0.38,6.34,-7.45,0.26,-0.03
1535.09,1.09,-0.69,0.42,6.33,-7.45,0.29,-0.03
1535.23,1.09,-0.68,0.44,6.32,-7.44,0.3,-0.03
1535.36,1.07,-0.66,0.46,6.32,-7.44,0.3,-0.03
1535.5,1.04,-0.64,0.49,6.34,-7.43,0.3,-0.03
1535.64,1.03,-0.65,0.49,6.36,-7.42,0.29,-0.03
1535.78,1.02,-0.65,0.44,6.37,-7.42,0.28,-0.03
1535.91,1.0,-0.63,0.38,6.36,-7.43,0.28,-0.03
1536.05,0.99,-0.6,0.34,6.35,-7.42,0.29,-0.03
1536.19,1.03,-0.59,0.34,6.35,-7.42,0.29,-0.03
1536.32,1.07,-0.62,0.38,6.37,-7.4,0.29,-0.03
1536.46,1.06,-0.65,0.44,6.38,-7.4,0.29,-0.03
1536.6,1.04,-0.64,0.46,6.37,-7.42,0.29,-0.03
1536.74,1.03,-0.62,0.44,6.34,-7.45,0.29,-0.03
1536.88,1.06,-0.66,0.42,6.31,-7.48,0.28,-0.03
1537.01,1.08,-0.71,0.45,6.31,-7.48,0.27,-0.03
1537.15,1.06,-0.71,0.49,6.33,-7.47,0.28,-0.03
1537.29,1.05,-0.67,0.48,6.35,-7.45,0.29,-0.03
1537.43,1.06,-0.64,0.43,6.35,-7.44,0.29,-0.03
1537.56,1.06,-0.62,0.37,6.35,-7.44,0.3,-0.03
1537.7,1.02,-0.61,0.31,6.35,-7.44,0.3,-0.03
1537.84,0.97,-0.59,0.27,6.34,-7.43,0.29,-0.03
1537.97,0.97,-0.55,0.28,6.35,-7.43,0.28,-0.03
1538.11,1.04,-0.55,0.35,6.36,-7.43,0.27,-0.03
1538.25,1.1,-0.6,0.42,6.37,-7.45,0.28,-0.03
1538.39,1.14,-0.64,0.43,6.37,-7.44,0.29,-0.03
1538.53,1.16,-0.66,0.43,6.36,-7.43,0.29,-0.03
1538.66,1.14,-0.67,0.41,6.37,-7.45,0.28,-0.03
1538.8,1.09,-0.66,0.4,6.37,-7.46,0.28,-0.03
1538.94,1.04,-0.67,0.42,6.36,-7.45,0.3,-0.03
1539.07,0.99,-0.7,0.46,6.34,-7.44,0.31,-0.03
1539.21,0.93,-0.71,0.46,6.32,-7.43,0.32,-0.03
1539.35,0.93,-0.71,0.4,6.32,-7.42,0.32,-0.03
1539.49,1.0,-0.71,0.35,6.32,-7.42,0.3,-0.03
1539.62,1.07,-0.72,0.35,6.32,-7.43,0.3,-0.03
1539.76,1.11,-0.73,0.36,6.32,-7.42,0.29,-0.03
1539.9,1.11,-0.71,0.33,6.32,-7.42,0.27,-0.03
1540.04,1.08,-0.7,0.31,6.33,-7.42,0.27,-0.03
1540.17,1.03,-0.74,0.34,6.34,-7.42,0.29,-0.03
1540.31,0.99,-0.81,0.4,6.34,-7.43,0.31,-0.03
1540.45,0.99,-0.82,0.44,6.34,-7.44,0.32,-0.03
1540.59,1.0,-0.75,0.44,6.33,-7.45,0.31,-0.03
1540.72,1.01,-0.69,0.45,6.32,-7.45,0.32,-0.03
1540.86,1.02,-0.67,0.48,6.32,-7.45,0.31,-0.03
