Time[s],RateRoll[°/s],RatePitch[°/s],RateYaw[°/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2]
59.66,-0.07,0.01,0.02,-8.27,0.1,-5.6
59.77,-0.07,-0.01,0.04,-8.27,0.1,-5.61
59.89,-0.07,-0.01,0.03,-8.27,0.11,-5.61
60.0,-0.07,0.0,0.02,-8.27,0.11,-5.61
60.12,-0.06,0.01,0.02,-8.26,0.11,-5.61
60.24,-0.05,0.01,0.03,-8.26,0.11,-5.6
60.35,-0.05,0.01,0.02,-8.26,0.1,-5.6
60.47,-0.05,0.01,-0.0,-8.27,0.1,-5.6
60.58,-0.05,0.02,-0.02,-8.27,0.1,-5.6
60.7,-0.05,0.02,-0.04,-8.27,0.1,-5.61
60.81,-0.06,0.03,-0.06,-8.27,0.09,-5.61
60.93,-0.06,0.04,-0.07,-8.27,0.1,-5.61
61.04,-0.06,0.04,-0.05,-8.27,0.1,-5.62
61.16,-0.05,0.02,-0.02,-8.27,0.1,-5.61
61.28,-0.05,0.0,-0.0,-8.27,0.1,-5.61
61.39,-0.06,-0.01,0.0,-8.27,0.11,-5.6
61.51,-0.06,-0.01,-0.01,-8.26,0.11,-5.6
61.63,-0.07,0.01,-0.03,-8.26,0.11,-5.6
61.74,-0.07,0.02,-0.06,-8.26,0.11,-5.6
61.86,-0.08,0.0,-0.08,-8.26,0.1,-5.6
61.97,-0.08,0.01,-0.09,-8.27,0.1,-5.6
62.09,-0.09,0.03,-0.09,-8.27,0.11,-5.61
62.2,-9.3,-2.01,-9.2,-8.3,0.02,-5.64
62.32,-24.95,-3.36,-28.85,-8.13,-0.4,-5.95
62.44,-18.64,-14.1,-44.27,-7.99,-1.35,-6.5
62.55,6.8,-25.81,-50.75,-8.21,-2.58,-6.45
62.67,32.11,-16.47,-49.09,-8.25,-3.59,-5.76
62.79,57.96,-6.0,-47.0,-8.13,-4.3,-5.15
62.9,77.29,4.36,-51.14,-7.96,-4.91,-4.53
63.02,74.88,22.41,-52.57,-7.63,-5.47,-3.84
63.13,46.37,29.14,-46.16,-7.34,-6.2,-3.34
63.25,9.43,6.4,-37.5,-7.24,-6.98,-3.13
63.37,-29.67,3.82,-47.29,-7.4,-7.91,-3.61
63.48,-46.98,51.31,-79.02,-7.1,-9.46,-4.86
63.6,-34.45,52.38,-101.73,-5.13,-10.76,-5.67
63.72,-33.84,-20.81,-98.8,-2.52,-10.73,-4.78
63.83,-26.29,-81.01,-78.4,-1.07,-9.83,-2.47
63.95,7.52,-81.21,-54.32,-0.01,-9.18,-0.11
64.07,27.11,-55.94,-22.02,1.91,-9.26,1.18
64.18,12.88,-42.28,19.29,3.67,-9.98,1.6
64.3,-12.87,-30.15,45.62,3.36,-10.58,2.12
64.41,-31.5,-19.01,45.06,1.09,-10.39,2.91
64.53,-39.93,-18.24,25.18,-1.35,-9.84,3.43
64.65,-35.46,-16.08,1.32,-2.8,-9.36,3.5
64.76,-22.95,-9.89,-13.62,-3.21,-9.12,3.25
64.88,-9.36,-5.26,-17.36,-3.09,-9.08,2.98
65.0,0.8,-1.31,-13.93,-2.83,-9.08,2.8
65.11,5.81,0.96,-8.32,-2.55,-9.08,2.71
65.23,7.26,1.64,-3.87,-2.33,-9.06,2.7
65.34,6.77,1.75,-2.06,-2.16,-9.0,2.75
65.46,5.01,1.25,-2.82,-2.02,-8.95,2.81
65.57,3.26,0.54,-4.43,-1.95,-8.99,2.89
65.69,2.62,0.06,-5.26,-1.88,-9.0,2.94
65.81,2.3,-0.3,-5.0,-1.8,-8.94,3.0
65.92,1.41,-0.47,-3.89,-1.75,-8.91,3.06
66.04,0.43,-0.65,-2.75,-1.74,-8.95,3.09
66.15,-0.24,-0.87,-2.07,-1.72,-8.98,3.11
66.27,-0.59,-0.71,-1.25,-1.65,-8.99,3.1
66.38,-1.08,-0.14,0.41,-1.65,-9.02,3.08
66.5,-1.64,-0.09,1.81,-1.74,-9.07,3.06
66.62,-0.77,-1.01,1.39,-1.77,-9.09,3.07
66.73,1.22,-1.96,0.01,-1.74,-9.0,3.1
66.85,-9.17,-4.6,-5.55,-1.83,-8.9,3.09
66.96,-35.86,-8.77,-17.24,-1.94,-8.9,2.88
67.08,-54.78,-12.06,-26.69,-1.67,-9.09,2.28
67.2,-54.1,-15.56,-27.05,-0.84,-9.53,1.32
67.31,-38.58,-15.59,-15.58,0.12,-10.02,0.34
67.43,-10.05,-5.41,8.62,0.58,-10.25,-0.25
67.55,19.98,12.75,31.85,-0.09,-10.01,-0.08
67.66,32.09,23.84,30.27,-1.67,-9.5,0.71
67.78,22.59,18.24,4.95,-2.55,-9.34,1.22
67.89,8.24,10.17,-14.85,-1.78,-9.68,0.95
68.01,1.48,15.46,-12.45,-0.49,-10.17,0.36
68.13,-1.33,24.11,0.44,-0.1,-10.51,-0.0
68.24,-2.54,20.8,8.55,-0.61,-10.54,-0.02
68.36,-1.0,9.92,10.23,-1.22,-10.27,0.11
68.47,3.85,4.66,12.58,-1.43,-9.83,0.21
68.59,11.43,7.43,17.75,-1.48,-9.34,0.29
68.71,15.17,7.68,17.92,-1.8,-9.03,0.44
68.82,13.84,2.68,10.71,-2.2,-9.01,0.59
68.94,11.49,-1.25,2.2,-2.37,-9.16,0.72
69.05,8.49,-2.37,-2.76,-2.36,-9.29,0.85
69.17,5.08,-1.8,-3.62,-2.29,-9.36,0.96
69.29,5.4,0.32,-0.9,-2.27,-9.38,1.03
69.4,9.65,3.02,3.93,-2.32,-9.34,1.09
69.52,11.02,3.94,5.75,-2.38,-9.29,1.16
69.63,8.1,3.28,3.47,-2.39,-9.25,1.2
69.75,4.54,2.29,0.63,-2.42,-9.26,1.22
69.86,1.61,0.92,-1.4,-2.52,-9.3,1.25
69.98,-0.01,-0.3,-2.56,-2.6,-9.36,1.25
70.09,-0.39,-1.1,-2.76,-2.63,-9.38,1.24
70.21,-0.59,-1.82,-2.57,-2.6,-9.39,1.23
70.33,-0.47,-1.84,-2.32,-2.54,-9.41,1.22
70.44,0.04,-1.01,-1.72,-2.5,-9.41,1.22
70.56,0.11,-0.04,-0.92,-2.46,-9.43,1.21
70.68,-0.05,0.59,-0.36,-2.4,-9.47,1.18
70.79,0.04,0.66,-0.11,-2.32,-9.51,1.15
70.91,-0.29,0.36,0.2,-2.25,-9.51,1.13
71.02,-1.02,0.26,0.68,-2.22,-9.5,1.11
71.14,-1.58,0.24,0.72,-2.25,-9.49,1.1
71.25,-1.78,-0.16,-0.01,-2.29,-9.46,1.11
71.37,-1.17,-0.56,-0.75,-2.3,-9.43,1.13
71.49,0.12,-0.64,-0.73,-2.29,-9.41,1.14
71.6,1.6,-0.65,-0.53,-2.31,-9.38,1.17
71.72,2.75,-0.81,-1.68,-2.32,-9.42,1.2
71.83,3.57,-0.87,-4.29,-2.31,-9.5,1.24
71.95,2.85,-1.02,-7.88,-2.4,-9.49,1.34
72.06,-6.35,-8.51,-18.18,-2.61,-9.36,1.44
72.18,-25.05,-29.51,-35.09,-2.37,-9.22,1.21
72.3,-36.03,-45.89,-41.57,-1.21,-9.25,0.44
72.41,-29.1,-37.85,-29.33,0.35,-9.52,-0.59
72.53,-15.01,-17.22,-9.02,1.44,-9.83,-1.39
72.65,-3.25,-3.05,7.91,1.53,-9.99,-1.67
72.76,3.16,-0.92,18.96,0.87,-10.02,-1.59
72.88,11.0,-6.67,31.82,-0.13,-9.85,-1.27
72.99,25.5,-11.12,46.24,-1.28,-9.41,-0.62
73.11,34.84,-9.38,47.28,-2.22,-9.02,0.19
73.23,31.57,-4.0,33.02,-2.8,-8.86,0.86
73.34,20.06,-0.35,15.93,-3.11,-8.87,1.26
73.46,9.67,0.29,5.12,-3.18,-9.0,1.4
73.57,5.08,-1.21,2.85,-3.09,-9.12,1.41
73.69,1.13,-3.49,4.31,-2.99,-9.1,1.43
73.81,-4.79,-2.98,3.68,-2.94,-8.99,1.43
73.92,-9.55,-0.17,1.61,-2.92,-8.89,1.38
74.04,-10.48,1.62,0.81,-2.97,-8.85,1.3
74.15,-8.5,1.95,0.31,-3.06,-8.91,1.2
74.27,-5.36,1.77,-0.76,-3.15,-9.03,1.1
74.38,-1.66,1.46,-1.19,-3.16,-9.19,1.01
74.5,1.97,1.13,-0.95,-3.14,-9.28,0.98
74.62,4.08,1.05,-1.0,-3.14,-9.29,1.02
74.73,2.83,3.8,-5.47,-3.09,-9.26,1.05
74.85,-1.7,17.09,-18.91,-2.89,-9.29,0.95
74.96,-4.93,37.84,-29.33,-2.6,-9.46,0.7
75.08,2.42,48.78,-19.18,-2.37,-9.74,0.52
75.2,25.13,42.88,6.98,-2.36,-9.93,0.56
75.31,58.29,24.15,32.12,-2.71,-9.71,1.01
75.43,82.59,2.49,43.46,-3.36,-8.74,2.02
75.54,76.56,-9.8,38.66,-4.02,-7.34,3.31
75.66,47.3,-9.62,27.17,-4.54,-6.38,4.36
75.78,17.71,-3.42,17.77,-4.99,-6.02,4.95
75.89,2.34,4.02,17.01,-5.23,-6.04,5.1
76.01,-3.17,18.15,23.47,-5.4,-5.9,4.95
76.12,-10.61,44.41,24.08,-6.04,-4.97,4.69
76.24,-18.98,66.1,5.38,-7.36,-3.71,4.15
76.36,-28.6,49.16,-35.74,-9.03,-2.82,3.23
76.47,-43.83,-7.59,-79.97,-9.19,-2.99,2.14
76.59,-58.93,-58.93,-103.98,-6.51,-4.47,1.15
76.7,-58.24,-66.13,-94.65,-2.58,-6.52,0.51
76.82,-43.17,-33.55,-52.89,0.21,-8.46,0.14
76.94,-32.44,0.8,0.26,1.04,-9.68,-0.0
77.05,-24.04,20.01,45.57,0.27,-9.81,0.03
77.17,-5.37,38.35,75.35,-1.38,-9.2,0.12
77.29,15.53,61.2,91.61,-3.46,-8.22,0.14
77.4,24.33,78.17,94.12,-5.91,-7.02,0.02
77.52,21.85,73.29,75.35,-8.13,-5.88,-0.31
77.63,13.14,46.42,42.15,-9.36,-4.86,-0.66
77.75,3.85,15.75,9.57,-9.72,-4.23,-0.82
77.86,0.82,-2.8,-18.26,-9.66,-4.4,-0.76
77.98,3.03,-5.28,-36.84,-9.0,-5.22,-0.51
78.1,5.48,0.69,-35.29,-7.67,-6.18,-0.2
78.21,6.31,8.12,-19.22,-6.68,-6.91,0.0
78.33,6.99,13.48,-2.69,-6.55,-7.24,0.15
78.45,9.0,16.35,10.93,-6.77,-7.15,0.25
78.56,11.77,19.58,18.3,-7.03,-6.76,0.16
78.68,11.64,18.63,17.44,-7.25,-6.38,-0.11
78.79,7.89,11.19,13.77,-7.34,-6.11,-0.39
78.91,2.33,4.01,10.27,-7.33,-5.95,-0.59
79.03,-3.79,1.55,5.51,-7.32,-5.99,-0.77
79.14,-6.2,-4.42,-1.0,-7.67,-6.08,-0.87
79.26,-8.04,-29.37,-13.19,-7.95,-5.89,-0.77
79.37,-16.13,-66.15,-31.1,-7.29,-5.71,-0.39
79.49,-23.17,-91.32,-40.71,-6.28,-6.03,0.29
79.61,-20.03,-97.7,-36.52,-5.46,-6.82,1.13
79.72,-8.95,-82.53,-31.44,-4.48,-7.86,1.87
79.84,-1.65,-53.62,-30.19,-3.19,-8.66,2.35
79.96,5.78,-25.78,-20.5,-1.85,-8.98,2.54
80.07,30.57,-1.15,2.98,-0.94,-9.38,2.55
80.19,57.73,17.35,27.17,-0.83,-9.43,2.76
80.3,65.95,40.12,40.26,-1.87,-8.6,3.26
80.42,62.1,71.33,46.5,-3.87,-7.2,3.63
80.54,55.33,86.77,56.09,-6.01,-5.45,3.49
80.65,42.48,73.97,63.37,-7.94,-3.72,2.91
80.77,24.23,49.39,44.86,-9.66,-2.58,2.2
80.88,4.9,18.56,-5.8,-10.32,-2.49,1.57
81.0,-14.6,-24.62,-58.28,-8.91,-3.63,1.11
81.12,-28.95,-56.22,-87.28,-6.29,-5.51,0.97
81.23,-33.11,-55.63,-90.34,-4.04,-7.28,1.21
81.35,-27.27,-36.71,-68.94,-2.67,-8.55,1.61
81.47,-16.72,-18.01,-34.7,-2.19,-9.2,1.95
81.58,-8.24,-7.24,-4.81,-2.29,-9.31,2.17
81.7,-3.77,-2.81,11.86,-2.6,-9.16,2.28
81.81,-3.49,-3.12,18.87,-3.02,-8.94,2.31
81.93,-8.59,-6.65,24.43,-3.36,-8.73,2.26
82.05,-14.47,-6.25,31.93,-3.52,-8.55,2.06
82.16,-14.91,-0.81,42.87,-3.93,-8.23,1.79
82.28,-11.37,2.65,51.28,-4.81,-7.81,1.58
82.4,-7.37,0.95,48.67,-5.63,-7.46,1.4
82.51,-3.32,-4.76,40.48,-6.1,-7.2,1.27
82.63,2.29,-13.72,34.75,-6.4,-6.84,1.37
82.74,7.44,-20.22,28.38,-6.65,-6.22,1.75
82.86,8.59,-18.32,18.08,-6.92,-5.62,2.23
82.97,7.1,-11.82,8.26,-7.15,-5.28,2.59
83.09,4.32,-3.82,2.08,-7.18,-5.18,2.77
83.21,0.69,7.56,-2.05,-7.05,-5.23,2.75
83.32,0.4,18.17,-3.02,-7.13,-5.45,2.54
83.44,6.14,11.72,6.39,-7.47,-6.21,2.22
83.55,16.01,-24.4,20.53,-6.59,-7.01,2.01
83.67,16.8,-55.24,18.43,-4.49,-6.82,2.14
83.79,-3.65,-34.59,3.79,-3.34,-6.26,2.49
83.9,-26.56,19.98,-6.05,-3.58,-6.17,2.45
84.02,-33.16,65.55,-7.57,-4.62,-6.25,1.88
84.13,-31.03,78.45,7.08,-5.67,-5.9,1.01
84.25,-16.0,64.54,42.53,-6.41,-5.04,-0.33
84.37,13.32,55.15,78.86,-7.64,-3.84,-2.02
84.48,32.03,56.35,99.66,-9.2,-2.36,-3.49
84.6,35.38,43.89,105.05,-10.02,-0.92,-4.63
