Time[s],RateRoll[°/s],RatePitch[°/s],RateYaw[°/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2]
10.9,0.03,-0.08,-0.04,-8.04,-0.26,-6.06
10.92,-0.0,0.24,-0.01,-8.03,-0.27,-6.09
10.94,-0.0,0.01,0.01,-8.04,-0.27,-6.11
10.97,-0.03,-0.34,-0.01,-8.04,-0.26,-6.07
10.99,-0.03,0.25,0.02,-8.03,-0.26,-6.07
11.02,-0.02,0.13,-0.01,-8.03,-0.25,-6.08
11.04,-0.02,-0.21,0.01,-8.02,-0.26,-6.08
11.07,-0.0,-0.01,0.02,-8.03,-0.26,-6.07
11.09,-0.02,0.24,-0.01,-8.04,-0.24,-6.07
11.11,-0.02,-0.08,0.02,-8.04,-0.25,-6.06
11.14,-0.0,-0.19,-0.02,-8.05,-0.27,-6.06
11.16,-0.02,0.21,-0.02,-8.04,-0.28,-6.06
11.19,-0.0,0.02,0.01,-8.04,-0.26,-6.06
11.21,-0.0,-0.1,0.02,-8.04,-0.25,-6.07
11.24,-0.0,-0.1,0.04,-8.02,-0.26,-6.05
11.26,0.01,0.05,0.02,-8.03,-0.26,-6.08
11.28,0.01,0.08,0.01,-8.03,-0.25,-6.07
11.31,-0.02,0.02,-0.02,-8.03,-0.24,-6.07
11.33,-0.0,-0.1,0.01,-8.04,-0.26,-6.04
11.36,-0.0,0.1,0.01,-8.03,-0.28,-6.06
11.38,-0.02,0.07,0.01,-8.04,-0.26,-6.07
11.41,-0.02,-0.21,0.01,-8.05,-0.26,-6.06
11.43,-0.03,0.16,0.02,-8.03,-0.26,-6.04
11.46,-0.03,0.1,-0.02,-8.02,-0.25,-6.08
11.48,-0.02,-0.15,0.01,-8.04,-0.26,-6.06
11.5,-0.0,-0.01,0.01,-8.04,-0.26,-6.07
11.53,0.03,0.11,-0.02,-8.04,-0.26,-6.09
11.55,0.01,-0.05,-0.01,-8.04,-0.26,-6.07
11.58,0.01,-0.08,0.01,-8.03,-0.26,-6.07
11.6,0.01,0.05,-0.01,-8.04,-0.25,-6.08
11.63,-0.03,0.01,-0.02,-8.05,-0.24,-6.07
11.65,-0.05,-0.05,-0.01,-8.04,-0.26,-6.07
11.67,-0.03,0.05,0.01,-8.04,-0.26,-6.07
11.7,-0.02,0.1,-0.01,-8.03,-0.25,-6.07
11.72,-0.0,-0.15,0.02,-8.03,-0.26,-6.05
11.75,-0.0,-0.08,-0.01,-8.05,-0.26,-6.06
11.77,-0.02,0.16,-0.02,-8.05,-0.26,-6.08
11.8,-0.0,-0.1,0.01,-8.04,-0.26,-6.07
11.82,0.03,-0.15,0.01,-8.03,-0.26,-6.06
11.84,0.01,0.08,0.01,-8.03,-0.25,-6.05
11.87,0.01,0.08,-0.02,-8.04,-0.25,-6.08
11.89,-0.0,-0.12,-0.01,-8.03,-0.26,-6.06
11.92,-0.03,0.07,-0.01,-8.04,-0.26,-6.05
11.94,-0.02,0.13,0.01,-8.04,-0.25,-6.07
11.97,-0.0,-0.08,-0.01,-8.04,-0.25,-6.08
11.99,-0.02,-0.07,-0.02,-8.04,-0.27,-6.06
12.01,-0.0,0.11,-0.02,-8.04,-0.27,-6.06
12.04,-0.02,-0.01,0.04,-8.05,-0.26,-6.07
12.06,-0.05,-0.15,0.02,-8.04,-0.27,-6.08
12.09,0.01,0.1,0.01,-8.04,-0.26,-6.08
12.11,-0.02,0.1,0.02,-8.03,-0.26,-6.07
12.14,-0.02,-0.12,0.02,-8.04,-0.26,-6.06
12.16,-0.02,0.02,0.02,-8.04,-0.26,-6.05
12.18,0.03,0.14,-0.01,-8.04,-0.25,-6.08
12.21,-0.0,-0.08,0.02,-8.02,-0.26,-6.08
12.23,-0.03,-0.08,-0.01,-8.03,-0.27,-6.08
12.26,0.01,0.04,-0.02,-8.05,-0.26,-6.06
12.28,-0.0,0.02,0.01,-8.02,-0.26,-6.06
12.31,-0.03,-0.04,0.01,-8.03,-0.26,-6.08
12.33,-0.03,-0.02,-0.01,-8.04,-0.25,-6.08
12.35,-0.02,0.02,0.01,-8.03,-0.27,-6.07
12.38,-0.0,0.08,0.01,-8.02,-0.26,-6.07
12.4,-0.0,-0.04,0.01,-8.03,-0.26,-6.09
12.43,0.01,-0.02,0.04,-8.02,-0.25,-6.09
12.45,-0.03,0.05,0.01,-8.03,-0.26,-6.07
12.48,-0.03,0.02,0.02,-8.04,-0.26,-6.07
12.5,-0.0,0.07,-0.04,-8.03,-0.25,-6.08
12.52,-0.02,-0.05,0.01,-8.03,-0.25,-6.07
12.55,-0.02,-0.07,0.02,-8.04,-0.25,-6.05
12.57,-0.02,-0.05,-0.02,-8.04,-0.25,-6.07
12.6,0.01,0.04,0.01,-8.04,-0.25,-6.08
12.62,0.01,-0.02,-0.02,-8.04,-0.27,-6.07
12.65,0.01,-0.12,-0.01,-8.03,-0.26,-6.07
12.67,0.01,0.11,0.01,-8.02,-0.26,-6.09
12.69,-0.02,0.02,-0.01,-8.03,-0.25,-6.1
12.72,-0.02,-0.08,0.04,-8.04,-0.25,-6.1
12.74,0.01,0.04,0.01,-8.04,-0.26,-6.08
12.77,-0.02,0.04,0.01,-8.03,-0.26,-6.06
12.79,-0.0,-0.01,-0.01,-8.03,-0.27,-6.06
12.82,-0.0,0.01,-0.01,-8.05,-0.26,-6.07
12.84,-0.03,-0.01,0.04,-8.04,-0.26,-6.06
12.86,-0.0,0.02,0.01,-8.04,-0.27,-6.07
12.89,0.01,-0.02,-0.01,-8.03,-0.27,-6.06
12.91,-0.02,0.02,-0.02,-8.04,-0.27,-6.08
12.94,-0.0,0.01,-0.02,-8.05,-0.26,-6.07
12.96,-0.03,-0.02,-0.04,-8.03,-0.25,-6.09
12.99,-0.03,0.02,-0.04,-8.04,-0.26,-6.08
13.01,-0.03,-0.02,0.01,-8.02,-0.26,-6.08
13.03,-0.0,-0.08,-0.01,-8.03,-0.28,-6.06
13.06,-0.02,0.05,-0.02,-8.03,-0.27,-6.08
13.08,0.01,0.04,0.02,-8.03,-0.26,-6.07
13.11,0.01,-0.07,0.01,-8.04,-0.26,-6.07
13.13,-0.0,-0.04,0.02,-8.04,-0.25,-6.06
13.16,-0.0,0.04,0.04,-8.04,-0.25,-6.08
13.18,-0.0,0.05,0.01,-8.05,-0.26,-6.06
13.21,-0.0,-0.04,-0.01,-8.03,-0.27,-6.06
13.23,0.01,0.07,-0.02,-8.04,-0.27,-6.07
13.25,-0.0,0.05,0.02,-8.02,-0.27,-6.06
13.28,-0.0,-0.08,0.02,-8.03,-0.27,-6.06
13.3,-0.0,-0.01,0.02,-8.03,-0.26,-6.08
13.33,-0.0,0.13,0.01,-8.04,-0.25,-6.08
13.35,-0.02,-0.05,0.02,-8.04,-0.25,-6.05
13.38,-0.02,-0.1,0.01,-8.03,-0.26,-6.07
13.4,-0.0,0.08,-0.01,-8.04,-0.26,-6.07
13.42,-0.02,-0.01,-0.01,-8.03,-0.26,-6.06
13.45,-0.02,-0.1,0.02,-8.03,-0.26,-6.08
13.47,-0.02,-0.01,0.01,-8.03,-0.26,-6.08
13.5,-0.02,0.17,-0.01,-8.03,-0.26,-6.07
13.52,-0.05,-0.05,0.02,-8.02,-0.25,-6.07
13.55,-0.0,-0.07,0.02,-8.02,-0.26,-6.05
13.57,-0.02,0.04,0.02,-8.04,-0.27,-6.07
13.59,-0.0,0.02,0.01,-8.05,-0.26,-6.08
13.62,-0.02,-0.02,-0.01,-8.05,-0.27,-6.07
13.64,-0.0,-0.02,0.02,-8.04,-0.28,-6.09
13.67,-0.0,0.01,0.04,-8.03,-0.27,-6.08
13.69,-0.02,-0.01,0.01,-8.04,-0.25,-6.08
13.72,-0.02,-0.05,-0.01,-8.04,-0.25,-6.06
13.74,-0.0,0.02,0.01,-8.03,-0.26,-6.07
13.76,-0.0,0.11,0.01,-8.04,-0.26,-6.07
13.79,0.01,-0.04,0.02,-8.03,-0.25,-6.07
13.81,0.01,-0.1,0.01,-8.03,-0.26,-6.06
13.84,0.03,0.08,-0.02,-8.05,-0.27,-6.06
13.86,0.01,0.05,-0.01,-8.03,-0.26,-6.09
13.89,0.01,-0.07,-0.01,-8.03,-0.26,-6.06
13.91,-0.02,0.07,-0.02,-8.03,-0.26,-6.06
13.93,-0.05,0.05,-0.01,-8.03,-0.26,-6.06
13.96,-0.02,-0.13,0.02,-8.04,-0.27,-6.07
13.98,0.01,0.02,0.04,-8.05,-0.27,-6.05
14.01,-0.0,0.16,0.02,-8.04,-0.26,-6.05
14.03,0.03,-0.04,0.01,-8.04,-0.25,-6.07
14.06,-0.0,-0.12,0.01,-8.04,-0.26,-6.09
14.08,-0.05,0.13,0.02,-8.04,-0.27,-6.09
14.1,0.01,0.1,0.02,-8.03,-0.25,-6.07
14.13,-0.02,-0.15,-0.01,-8.04,-0.26,-6.07
14.15,-0.05,-0.01,-0.02,-8.03,-0.27,-6.07
14.18,-0.0,0.11,-0.04,-8.02,-0.25,-6.08
14.2,-0.02,-0.04,-0.01,-8.04,-0.26,-6.08
14.23,0.03,-0.12,0.02,-8.04,-0.25,-6.06
14.25,0.03,0.1,-0.04,-8.04,-0.26,-6.04
14.27,0.01,0.19,-0.01,-8.03,-0.26,-6.07
14.3,-0.0,-0.05,-0.02,-8.04,-0.28,-6.07
14.32,-0.0,-0.1,0.01,-8.03,-0.26,-6.06
14.35,-0.02,0.1,-0.01,-8.04,-0.26,-6.07
14.37,-0.03,0.13,-0.01,-8.03,-0.27,-6.07
14.4,-0.02,-0.1,-0.04,-8.04,-0.26,-6.09
14.42,-0.03,-0.05,0.02,-8.04,-0.27,-6.07
14.44,-0.03,0.08,0.02,-8.04,-0.26,-6.08
14.47,-0.02,0.04,0.02,-8.03,-0.25,-6.07
14.49,-0.0,-0.18,0.01,-8.04,-0.25,-6.06
14.52,-0.02,0.01,0.01,-8.04,-0.26,-6.08
14.54,-0.03,0.14,-0.01,-8.03,-0.24,-6.07
14.57,-0.03,-0.02,0.02,-8.02,-0.25,-6.06
14.59,-0.02,-0.08,0.06,-8.05,-0.26,-6.07
14.61,-0.0,0.07,0.02,-8.04,-0.26,-6.09
14.64,-0.02,0.05,-0.01,-8.03,-0.24,-6.08
14.66,-0.02,-0.12,0.02,-8.05,-0.25,-6.06
14.69,-0.0,-0.01,-0.02,-8.03,-0.26,-6.08
14.71,-0.05,0.16,0.02,-8.01,-0.26,-6.08
14.74,-0.0,-0.02,-0.01,-8.05,-0.26,-6.09
14.76,-0.0,-0.07,-0.01,-8.03,-0.28,-6.08
14.78,-0.02,0.07,-0.02,-8.04,-0.26,-6.07
14.81,-0.0,0.04,-0.02,-8.03,-0.27,-6.08
14.83,-0.02,-0.04,-0.01,-8.04,-0.25,-6.07
14.86,-0.02,0.01,-0.01,-8.03,-0.25,-6.08
14.88,-0.02,0.08,0.02,-8.03,-0.27,-6.08
14.91,-0.0,-0.01,0.02,-8.04,-0.28,-6.08
14.93,-0.0,-0.1,0.02,-8.03,-0.26,-6.06
14.96,-0.0,0.11,-0.01,-8.04,-0.26,-6.07
14.98,-0.02,0.08,-0.02,-8.03,-0.26,-6.08
15.0,-0.0,-0.15,-0.02,-8.03,-0.27,-6.09
15.03,-0.02,-0.02,-0.04,-8.04,-0.27,-6.06
15.05,-0.0,0.05,-0.04,-8.04,-0.25,-6.06
15.08,-0.0,0.05,-0.02,-8.03,-0.26,-6.06
15.1,-0.0,-0.13,-0.01,-8.03,-0.26,-6.08
15.13,-0.0,0.01,0.01,-8.03,-0.26,-6.08
15.15,-0.02,0.1,-0.01,-8.04,-0.27,-6.08
15.18,-0.0,-0.01,-0.02,-8.04,-0.25,-6.08
15.2,0.03,-0.05,-0.01,-8.05,-0.25,-6.07
15.22,0.01,0.04,0.01,-8.04,-0.27,-6.08
15.25,-0.0,0.07,-0.02,-8.03,-0.26,-6.08
15.27,-0.0,0.01,-0.01,-8.04,-0.26,-6.07
15.3,-0.0,-0.07,0.01,-8.03,-0.27,-6.06
15.32,0.01,0.02,-0.01,-8.04,-0.27,-6.05
15.35,-0.02,0.07,-0.01,-8.04,-0.26,-6.07
15.37,-0.0,-0.13,0.02,-8.03,-0.27,-6.08
15.39,-0.0,-0.04,0.01,-8.02,-0.26,-6.08
15.42,-0.02,0.07,0.01,-8.03,-0.27,-6.07
15.44,-0.0,-0.02,-0.01,-8.04,-0.26,-6.07
15.47,0.01,-0.01,0.01,-8.04,-0.26,-6.05
15.49,0.03,0.02,0.02,-8.05,-0.27,-6.06
15.52,-0.02,0.01,0.01,-8.04,-0.26,-6.07
15.54,-0.02,0.04,-0.02,-8.03,-0.28,-6.06
15.56,-0.06,0.01,-0.01,-8.02,-0.26,-6.09
15.59,-0.05,-0.05,0.01,-8.03,-0.26,-6.07
15.61,-0.03,0.02,0.02,-8.03,-0.26,-6.08
15.64,-0.02,0.1,-0.01,-8.04,-0.28,-6.08
15.66,-0.05,-0.07,0.04,-8.04,-0.25,-6.07
15.69,-0.02,-0.04,0.02,-8.04,-0.25,-6.09
15.71,-0.02,0.1,0.02,-8.04,-0.27,-6.08
15.73,0.01,-0.02,0.01,-8.02,-0.26,-6.08
15.76,0.01,-0.05,-0.01,-8.02,-0.26,-6.07
15.78,0.03,0.05,0.01,-8.03,-0.26,-6.05
15.81,-0.0,0.01,0.02,-8.03,-0.26,-6.05
15.83,-0.02,-0.15,-0.02,-8.05,-0.25,-6.06
15.85,-0.02,0.04,-0.02,-8.04,-0.25,-6.05
15.88,-0.02,0.13,-0.01,-8.03,-0.26,-6.07
15.9,0.01,-0.1,0.04,-8.04,-0.25,-6.09
15.93,-0.02,-0.08,0.02,-8.04,-0.26,-6.07
15.95,-0.02,0.13,0.02,-8.03,-0.26,-6.06
15.98,-0.0,0.1,-0.02,-8.03,-0.26,-6.07
16.0,-0.03,-0.18,0.01,-8.03,-0.26,-6.07
16.03,-0.02,-0.05,-0.01,-8.02,-0.27,-6.08
16.05,-0.03,0.14,0.01,-8.03,-0.27,-6.08
16.07,-0.02,-0.04,0.01,-8.03,-0.26,-6.09
16.1,0.01,-0.15,-0.01,-8.02,-0.25,-6.08
16.12,-0.03,-0.02,0.01,-8.04,-0.25,-6.07
16.15,-0.02,0.08,0.01,-8.04,-0.25,-6.06
16.17,0.01,-0.05,-0.01,-8.04,-0.25,-6.1
16.2,-0.02,-0.05,-0.02,-8.04,-0.26,-6.08
16.22,-0.03,0.02,-0.04,-8.03,-0.25,-6.08
16.25,-0.03,0.04,-0.01,-8.03,-0.26,-6.07
16.27,-0.03,0.01,0.01,-8.05,-0.26,-6.08
16.29,-0.02,-0.07,0.01,-8.03,-0.26,-6.08
16.32,-0.0,0.08,-0.02,-8.04,-0.27,-6.06
16.34,-0.02,0.01,0.01,-8.04,-0.26,-6.08
16.37,-0.03,-0.16,0.01,-8.03,-0.26,-6.07
16.39,-0.0,0.07,0.01,-8.03,-0.27,-6.08
16.42,-0.02,0.07,0.02,-8.04,-0.27,-6.09
16.44,-0.02,-0.05,-0.01,-8.03,-0.26,-6.08
16.46,0.01,-0.05,-0.02,-8.03,-0.26,-6.07
16.49,0.01,0.05,0.01,-8.04,-0.26,-6.06
16.51,-0.0,0.04,-0.01,-8.03,-0.27,-6.06
16.54,-0.03,-0.02,-0.02,-8.05,-0.26,-6.08
16.56,-0.0,-0.02,0.02,-8.04,-0.25,-6.08
16.58,0.03,-0.02,0.04,-8.04,-0.25,-6.08
16.61,-0.0,-0.01,0.02,-8.03,-0.27,-6.06
16.63,0.03,-0.01,0.01,-8.03,-0.26,-6.08
16.66,0.01,-0.01,0.02,-8.04,-0.26,-6.1
16.68,-0.02,-0.07,0.02,-8.04,-0.27,-6.06
16.71,0.01,0.01,0.02,-8.04,-0.28,-6.05
16.73,-0.03,0.07,-0.01,-8.04,-0.27,-6.05
16.75,0.01,-0.02,0.02,-8.03,-0.27,-6.06
16.78,-0.0,-0.02,0.02,-8.04,-0.26,-6.06
16.8,-0.0,0.05,-0.02,-8.03,-0.27,-6.04
16.83,0.01,0.01,-0.07,-8.03,-0.27,-6.06
16.85,-0.03,-0.01,-0.02,-8.03,-0.26,-6.06
16.88,-0.02,-0.01,0.01,-8.03,-0.26,-6.08
16.9,-0.02,0.01,-0.02,-8.03,-0.26,-6.05
16.92,-0.0,0.02,-0.01,-8.04,-0.25,-6.08
16.95,-0.0,-0.01,0.01,-8.04,-0.26,-6.08
16.97,-0.0,0.01,0.02,-8.05,-0.28,-6.08
17.0,0.03,0.05,-0.01,-8.04,-0.26,-6.08
17.02,0.03,-0.02,-0.02,-8.04,-0.25,-6.08
17.05,-0.0,0.01,-0.02,-8.03,-0.26,-6.07
17.07,-0.0,0.05,0.02,-8.03,-0.26,-6.05
17.09,-0.02,0.04,0.04,-8.04,-0.26,-6.07
17.12,-0.02,-0.07,-0.01,-8.03,-0.26,-6.07
17.14,-0.0,0.02,0.01,-8.04,-0.26,-6.08
17.17,-0.0,0.1,-0.01,-8.04,-0.25,-6.06
17.19,-0.0,-0.01,0.02,-8.04,-0.26,-6.06
17.22,-0.02,0.01,-0.02,-8.05,-0.26,-6.07
17.24,-0.0,0.05,0.01,-8.04,-0.25,-6.05
17.26,-0.0,0.04,-0.01,-8.04,-0.26,-6.05
17.29,-0.0,-0.08,0.02,-8.04,-0.26,-6.06
17.31,-0.03,0.02,0.04,-8.04,-0.27,-6.08
17.34,-0.02,0.13,0.01,-8.03,-0.27,-6.09
17.36,-0.0,-0.05,-0.01,-8.04,-0.26,-6.08
17.39,-0.03,-0.02,0.02,-8.04,-0.26,-6.07
17.41,0.01,0.01,0.06,-8.04,-0.27,-6.06
17.43,-0.02,0.07,0.01,-8.03,-0.27,-6.08
17.46,-0.0,0.02,0.01,-8.03,-0.27,-6.06
17.48,-0.02,-0.04,-0.01,-8.04,-0.26,-6.08
17.51,-0.0,-0.01,-0.01,-8.04,-0.26,-6.07
17.53,0.01,0.07,0.01,-8.05,-0.26,-6.05
17.56,-0.0,-0.01,-0.01,-8.03,-0.25,-6.09
17.58,-0.02,-0.07,-0.01,-8.03,-0.25,-6.08
17.61,0.01,0.07,0.02,-8.03,-0.24,-6.07
17.63,-0.0,0.05,0.01,-8.02,-0.26,-6.08
17.65,-0.0,-0.04,0.02,-8.03,-0.26,-6.08
17.68,-0.0,-0.02,-0.01,-8.03,-0.25,-6.06
17.7,0.01,0.07,-0.01,-8.03,-0.26,-6.06
17.73,0.01,-0.02,-0.01,-8.03,-0.27,-6.09
17.75,-0.0,-0.05,0.01,-8.04,-0.25,-6.07
17.78,-0.0,0.07,0.01,-8.04,-0.24,-6.07
17.8,-0.0,0.02,0.01,-8.05,-0.24,-6.09
17.82,-0.0,-0.07,0.01,-8.02,-0.25,-6.06
17.85,0.01,0.01,0.01,-8.03,-0.26,-6.07
17.87,-0.03,0.05,-0.02,-8.03,-0.26,-6.08
17.9,-0.03,0.05,0.01,-8.02,-0.25,-6.08
17.92,-0.05,0.08,0.04,-8.02,-0.26,-6.07
17.94,-0.03,-0.02,0.04,-8.03,-0.26,-6.09
17.97,-0.02,-0.05,-0.01,-8.03,-0.26,-6.07
17.99,-0.0,0.05,-0.01,-8.04,-0.27,-6.07
18.02,-0.03,0.07,0.04,-8.04,-0.26,-6.07
18.04,-0.02,-0.07,0.01,-8.04,-0.26,-6.07
18.07,-0.02,0.01,0.02,-8.04,-0.26,-6.08
18.09,-0.03,0.07,-0.01,-8.03,-0.26,-6.07
18.12,-0.03,-0.04,-0.04,-8.03,-0.27,-6.06
18.14,-0.02,-0.04,0.01,-8.02,-0.25,-6.07
18.16,-0.0,0.07,0.01,-8.02,-0.25,-6.07
18.19,0.01,-0.01,-0.02,-8.04,-0.26,-6.09
18.21,-0.0,-0.04,0.01,-8.02,-0.26,-6.07
18.24,-0.0,0.07,0.01,-8.02,-0.26,-6.08
18.26,-0.02,0.05,-0.01,-8.04,-0.26,-6.08
18.29,-0.03,-0.02,-0.01,-8.04,-0.26,-6.08
18.31,-0.03,0.01,-0.01,-8.04,-0.26,-6.08
18.33,-0.03,0.05,0.02,-8.03,-0.26,-6.08
18.36,-0.03,-0.04,-0.01,-8.04,-0.26,-6.08
18.38,-0.0,-0.01,0.02,-8.04,-0.27,-6.07
18.41,0.03,0.04,0.01,-8.05,-0.25,-6.08
18.43,-0.02,-0.04,-0.01,-8.04,-0.26,-6.06
18.46,-0.0,-0.01,-0.01,-8.04,-0.26,-6.05
18.48,0.01,0.07,0.04,-8.04,-0.27,-6.07
18.5,-0.03,-0.02,0.01,-8.04,-0.25,-6.06
18.53,-0.02,-0.05,-0.01,-8.04,-0.25,-6.05
18.55,-0.0,0.07,-0.01,-8.02,-0.26,-6.06
18.58,-0.0,0.07,-0.01,-8.03,-0.25,-6.07
18.6,-0.02,-0.07,0.02,-8.03,-0.25,-6.07
18.63,-0.0,-0.02,0.04,-8.03,-0.26,-6.06
18.65,0.01,0.08,0.01,-8.03,-0.26,-6.06
18.67,0.01,-0.07,0.01,-8.04,-0.25,-6.06
18.7,-0.03,0.07,0.02,-8.02,-0.25,-6.07
18.72,-0.0,0.05,0.01,-8.04,-0.26,-6.08
18.75,0.01,-0.07,-0.01,-8.04,-0.24,-6.07
18.77,-0.02,0.04,0.02,-8.03,-0.25,-6.06
18.8,-0.0,0.04,0.02,-8.03,-0.26,-6.08
18.82,-0.0,-0.04,0.01,-8.02,-0.24,-6.09
18.84,-0.02,-0.02,-0.01,-8.02,-0.25,-6.08
18.87,-0.03,0.01,0.01,-8.04,-0.26,-6.06
18.89,0.01,0.04,-0.01,-8.03,-0.26,-6.07
18.92,-0.0,-0.02,0.01,-8.03,-0.26,-6.08
18.94,0.03,-0.04,0.01,-8.04,-0.25,-6.09
18.97,-0.02,0.02,0.01,-8.04,-0.26,-6.07
18.99,-0.0,-0.01,-0.01,-8.04,-0.26,-6.06
19.01,-0.02,0.02,-0.02,-8.03,-0.25,-6.07
19.04,-0.02,0.02,0.01,-8.04,-0.26,-6.07
19.06,-0.0,-0.01,-0.02,-8.03,-0.25,-6.09
19.09,-0.03,-0.01,-0.01,-8.03,-0.25,-6.08
19.11,-0.0,0.08,0.01,-8.04,-0.24,-6.08
19.14,-0.03,-0.01,0.01,-8.03,-0.26,-6.08
19.16,-0.0,-0.01,0.02,-8.04,-0.25,-6.06
19.19,-0.02,0.08,-0.01,-8.04,-0.25,-6.07
19.21,-0.02,-0.02,-0.01,-8.04,-0.25,-6.07
19.23,-0.03,-0.04,0.02,-8.04,-0.27,-6.07
19.26,0.03,0.05,-0.01,-8.04,-0.26,-6.1
19.28,-0.0,-0.02,0.02,-8.04,-0.25,-6.08
19.31,-0.02,-0.02,0.02,-8.05,-0.26,-6.09
19.33,-0.02,0.04,0.02,-8.01,-0.26,-6.08
19.36,0.01,0.01,-0.01,-8.03,-0.26,-6.06
19.38,0.01,-0.1,0.04,-8.03,-0.26,-6.04
19.4,-0.0,0.01,0.01,-8.02,-0.25,-6.06
19.43,-0.02,0.05,0.01,-8.03,-0.25,-6.08
19.45,-0.02,-0.02,-0.01,-8.03,-0.25,-6.09
19.48,-0.03,-0.05,0.01,-8.04,-0.25,-6.08
19.5,-0.03,0.07,-0.01,-8.03,-0.26,-6.07
19.53,-0.03,0.01,-0.02,-8.04,-0.27,-6.06
19.55,-0.02,0.01,-0.02,-8.04,-0.25,-6.05
19.57,-0.02,0.01,0.01,-8.05,-0.26,-6.06
19.6,-0.0,-0.05,-0.04,-8.04,-0.26,-6.03
19.62,0.01,0.02,0.01,-8.04,-0.27,-6.07
19.65,-0.0,-0.05,-0.04,-8.05,-0.26,-6.08
19.67,-0.02,0.04,-0.01,-8.03,-0.25,-6.09
19.7,0.01,0.01,-0.01,-8.03,-0.24,-6.09
19.72,-0.0,0.04,0.01,-8.04,-0.26,-6.06
19.75,-0.05,0.02,0.01,-8.03,-0.25,-6.04
19.77,-0.02,-0.05,-0.02,-8.04,-0.26,-6.06
19.79,0.03,-0.01,-0.01,-8.05,-0.27,-6.09
19.82,-0.03,0.07,0.04,-8.03,-0.26,-6.06
19.84,-0.02,0.01,0.01,-8.03,-0.25,-6.06
19.87,-0.02,-0.1,0.01,-8.03,-0.26,-6.06
19.89,-0.03,0.05,-0.02,-8.04,-0.26,-6.06
19.92,-0.02,0.08,0.01,-8.03,-0.26,-6.09
19.94,-0.0,-0.02,0.01,-8.03,-0.25,-6.08
19.96,-0.0,-0.08,0.02,-8.05,-0.26,-6.08
19.99,0.01,0.11,0.02,-8.05,-0.26,-6.06
20.01,-0.02,0.07,-0.01,-8.04,-0.27,-6.09
20.04,-0.0,-0.08,0.01,-8.03,-0.25,-6.09
20.06,-0.05,0.08,-0.01,-8.03,-0.26,-6.07
20.08,-0.02,0.07,-0.01,-8.02,-0.26,-6.09
20.11,-0.0,-0.05,-0.04,-8.04,-0.26,-6.07
20.13,0.03,-0.02,0.04,-8.03,-0.26,-6.06
20.16,0.01,0.11,0.04,-8.03,-0.26,-6.06
20.18,0.01,-0.08,0.01,-8.03,-0.24,-6.07
20.21,0.01,-0.05,0.01,-8.03,-0.26,-6.06
20.23,-0.0,0.21,0.02,-8.03,-0.26,-6.07
20.25,-0.02,0.02,0.01,-8.03,-0.24,-6.07
20.28,-0.0,-0.16,0.02,-8.05,-0.26,-6.06
20.3,-0.0,0.01,0.04,-8.04,-0.27,-6.07
20.33,-0.0,0.16,-0.02,-8.04,-0.27,-6.06
20.35,-0.0,-0.07,-0.01,-8.03,-0.27,-6.08
20.38,-0.03,-0.13,-0.02,-8.04,-0.26,-6.07
20.4,-0.0,0.01,0.01,-8.04,-0.25,-6.07
20.42,-0.02,0.05,-0.02,-8.03,-0.25,-6.07
20.45,-0.02,0.01,-0.04,-8.04,-0.25,-6.07
20.47,0.01,-0.01,-0.01,-8.03,-0.27,-6.07
20.5,0.01,-0.01,-0.04,-8.04,-0.26,-6.07
20.52,-0.0,0.04,-0.01,-8.03,-0.26,-6.06
20.55,-0.0,0.05,-0.01,-8.04,-0.25,-6.07
20.57,-0.02,-0.02,-0.02,-8.04,-0.25,-6.08
20.6,-0.02,0.01,-0.01,-8.04,-0.26,-6.1
20.62,-0.0,0.01,-0.01,-8.04,-0.27,-6.06
20.64,0.03,0.01,-0.01,-8.02,-0.26,-6.07
20.67,-0.03,0.04,-0.01,-8.03,-0.25,-6.07
20.69,-0.05,-0.01,0.01,-8.04,-0.26,-6.06
20.72,0.01,-0.07,0.02,-8.03,-0.25,-6.07
20.74,-0.0,0.04,-0.01,-8.04,-0.25,-6.07
20.77,0.01,0.04,-0.01,-8.03,-0.26,-6.08
20.79,-0.0,-0.04,-0.01,-8.03,-0.26,-6.07
20.81,0.01,-0.02,0.01,-8.03,-0.26,-6.07
20.84,-0.02,0.08,-0.01,-8.04,-0.26,-6.06
20.86,-0.0,0.04,0.02,-8.03,-0.25,-6.05
20.89,-0.02,-0.07,-0.01,-8.05,-0.26,-6.06
20.91,0.01,0.04,0.02,-8.03,-0.26,-6.06
20.94,-0.0,0.01,-0.04,-8.02,-0.26,-6.09
20.96,0.01,-0.1,-0.04,-8.04,-0.26,-6.09
20.98,-0.03,-0.01,-0.01,-8.04,-0.26,-6.08
21.01,0.01,0.07,0.02,-8.04,-0.26,-6.07
21.03,0.03,-0.05,-0.01,-8.04,-0.26,-6.08
21.06,-0.0,-0.08,-0.01,-8.04,-0.26,-6.06
21.08,-0.0,0.1,0.01,-8.04,-0.24,-6.07
21.11,-0.02,0.04,-0.01,-8.02,-0.25,-6.05
21.13,0.01,-0.1,0.02,-8.04,-0.26,-6.07
21.15,-0.0,-0.02,0.01,-8.04,-0.26,-6.07
21.18,0.03,0.04,-0.01,-8.03,-0.26,-6.07
21.2,-0.0,-0.05,0.01,-8.03,-0.27,-6.07
