Time[s],RateRoll[°/s],RatePitch[°/s],RateYaw[°/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2]
226.32,-0.09,0.14,-0.06,-8.69,1.78,-4.16
226.44,-0.09,0.12,-0.03,-8.69,1.78,-4.16
226.55,-0.08,0.11,0.0,-8.68,1.77,-4.16
226.67,-0.07,0.11,0.01,-8.68,1.77,-4.17
226.78,-0.07,0.12,0.01,-8.68,1.77,-4.17
226.9,-0.07,0.13,-0.01,-8.69,1.77,-4.17
227.01,-0.08,0.13,-0.03,-8.69,1.78,-4.17
227.13,-0.08,0.13,-0.05,-8.69,1.77,-4.17
227.25,-0.07,0.13,-0.05,-8.69,1.77,-4.18
227.36,-0.07,0.13,-0.04,-8.69,1.76,-4.18
227.48,-0.07,0.13,-0.04,-8.69,1.76,-4.18
227.6,-0.08,0.13,-0.05,-8.69,1.76,-4.19
227.71,-0.08,0.12,-0.05,-8.69,1.76,-4.18
227.83,-0.08,0.11,-0.05,-8.69,1.76,-4.18
227.94,-0.08,0.11,-0.05,-8.68,1.76,-4.19
228.06,-0.08,0.12,-0.04,-8.68,1.76,-4.19
228.17,-0.07,0.13,-0.04,-8.68,1.75,-4.19
228.29,-0.07,0.14,-0.04,-8.69,1.75,-4.19
228.41,-0.07,0.14,-0.04,-8.69,1.75,-4.18
228.52,-0.07,0.14,-0.05,-8.69,1.75,-4.19
228.64,-0.07,0.13,-0.07,-8.69,1.75,-4.19
228.75,-0.08,0.12,-0.06,-8.69,1.75,-4.18
228.87,-0.08,0.11,-0.05,-8.69,1.75,-4.19
228.99,-0.08,0.11,-0.04,-8.69,1.75,-4.19
229.1,-0.08,0.12,-0.05,-8.69,1.75,-4.19
229.22,-0.08,0.12,-0.06,-8.69,1.75,-4.19
229.34,-0.08,0.13,-0.05,-8.69,1.75,-4.19
229.45,-0.07,0.13,-0.05,-8.69,1.75,-4.19
229.57,-0.08,0.14,-0.05,-8.69,1.74,-4.19
229.68,-0.09,0.13,-0.08,-8.69,1.74,-4.19
229.8,-0.1,0.08,-0.1,-8.69,1.74,-4.19
229.91,-0.08,0.05,-0.01,-8.69,1.74,-4.19
230.03,-0.05,0.1,0.04,-8.69,1.74,-4.19
230.15,-0.19,0.27,-0.82,-8.7,1.73,-4.19
230.26,-0.53,0.54,-2.69,-8.73,1.71,-4.18
230.38,-0.78,0.74,-3.83,-8.74,1.69,-4.18
230.49,-0.73,0.67,-3.35,-8.73,1.68,-4.18
230.61,-0.52,0.46,-2.13,-8.71,1.68,-4.19
230.73,-0.31,0.3,-1.03,-8.7,1.68,-4.19
230.84,-0.16,0.2,-0.34,-8.7,1.68,-4.2
230.96,-0.08,0.14,0.02,-8.7,1.68,-4.2
231.07,-0.04,0.11,0.16,-8.7,1.69,-4.2
231.19,-0.03,0.09,0.17,-8.7,1.68,-4.19
231.31,-0.03,0.09,0.13,-8.7,1.68,-4.2
231.42,-0.04,0.1,0.09,-8.71,1.68,-4.2
231.54,-0.05,0.12,0.04,-8.71,1.68,-4.2
231.65,-0.07,0.14,-0.01,-8.71,1.68,-4.2
231.77,-0.08,0.15,-0.05,-8.71,1.67,-4.2
231.88,-0.09,0.14,-0.08,-8.7,1.67,-4.21
232.0,-0.1,0.1,-0.08,-8.7,1.67,-4.21
232.12,-0.09,0.07,-0.04,-8.7,1.67,-4.2
232.23,-0.08,0.09,-0.0,-8.7,1.67,-4.2
232.35,-0.07,0.11,0.0,-8.7,1.67,-4.2
232.47,-0.07,0.11,-0.01,-8.7,1.67,-4.2
232.58,-0.07,0.1,-0.01,-8.7,1.67,-4.2
232.7,0.19,-0.15,0.84,-8.73,1.66,-4.14
232.81,0.59,-0.54,2.12,-8.78,1.66,-4.02
232.93,0.5,-0.31,1.81,-8.8,1.69,-3.95
233.04,0.43,0.96,1.81,-8.76,1.74,-4.0
233.16,0.97,2.46,4.01,-8.69,1.8,-4.1
233.28,1.33,2.63,5.53,-8.66,1.81,-4.2
233.39,1.1,1.64,4.79,-8.65,1.8,-4.25
233.51,0.63,0.76,2.98,-8.64,1.8,-4.28
233.62,0.21,0.29,1.26,-8.64,1.8,-4.29
233.74,-0.05,0.04,0.17,-8.65,1.8,-4.29
233.85,-0.16,-0.06,-0.34,-8.65,1.8,-4.29
233.97,-0.18,-0.0,-0.51,-8.65,1.8,-4.28
234.09,-0.18,0.09,-0.49,-8.65,1.8,-4.28
234.2,-0.15,0.14,-0.33,-8.65,1.8,-4.28
234.32,-0.13,0.18,-0.21,-8.65,1.81,-4.28
234.44,-0.14,0.19,-0.18,-8.64,1.81,-4.27
234.55,-0.14,0.17,-0.13,-8.64,1.8,-4.27
234.67,-0.11,0.12,-0.02,-8.64,1.8,-4.27
234.78,-0.08,0.06,0.06,-8.64,1.79,-4.28
234.9,-0.05,0.0,0.11,-8.64,1.79,-4.28
235.02,-0.06,0.01,0.07,-8.65,1.79,-4.29
235.13,-0.07,0.07,-0.04,-8.65,1.79,-4.29
235.25,-0.06,0.1,-0.04,-8.65,1.79,-4.29
235.36,-0.05,0.13,0.01,-8.65,1.8,-4.29
235.48,-0.04,0.2,0.03,-8.64,1.8,-4.29
235.59,-0.06,0.3,-0.03,-8.63,1.8,-4.29
235.71,-0.1,0.34,-0.15,-8.64,1.8,-4.29
235.83,-0.12,0.26,-0.19,-8.64,1.8,-4.29
235.94,-0.13,0.14,-0.21,-8.64,1.81,-4.29
236.06,-0.15,0.07,-0.28,-8.65,1.8,-4.29
236.17,-0.17,0.05,-0.34,-8.65,1.8,-4.29
236.29,-0.16,0.05,-0.31,-8.65,1.79,-4.29
236.41,-0.14,0.07,-0.23,-8.65,1.79,-4.29
236.52,-0.12,0.09,-0.16,-8.65,1.78,-4.29
236.64,-0.12,0.12,-0.16,-8.65,1.79,-4.29
236.75,-0.14,0.16,-0.24,-8.64,1.79,-4.3
236.87,-0.15,0.19,-0.29,-8.64,1.79,-4.29
236.99,-0.15,0.19,-0.27,-8.63,1.79,-4.29
237.1,-0.14,0.18,-0.23,-8.64,1.79,-4.3
237.22,-0.13,0.15,-0.18,-8.64,1.79,-4.3
237.33,-0.12,0.12,-0.14,-8.64,1.79,-4.3
237.45,-0.11,0.14,-0.12,-8.64,1.79,-4.3
237.57,-0.11,0.18,-0.13,-8.64,1.79,-4.3
237.68,-0.1,0.2,-0.12,-8.64,1.79,-4.3
237.8,-0.09,0.16,-0.07,-8.64,1.78,-4.3
237.91,-0.07,0.13,-0.05,-8.65,1.78,-4.3
238.03,-0.07,0.12,-0.04,-8.65,1.78,-4.3
238.15,-0.07,0.11,-0.04,-8.65,1.78,-4.3
238.26,-0.09,0.11,-0.06,-8.64,1.78,-4.3
238.38,-0.11,0.1,-0.07,-8.64,1.78,-4.29
238.49,-0.11,0.1,-0.05,-8.64,1.78,-4.3
238.61,-0.09,0.1,0.0,-8.64,1.78,-4.3
238.73,-0.07,0.09,0.04,-8.64,1.78,-4.3
238.84,-0.08,0.08,-0.0,-8.64,1.78,-4.3
238.96,-0.1,0.11,-0.1,-8.64,1.78,-4.3
239.07,-0.1,0.17,-0.14,-8.63,1.78,-4.3
239.19,-0.09,0.21,-0.13,-8.63,1.78,-4.3
239.3,-0.08,0.22,-0.1,-8.63,1.78,-4.3
239.42,-0.07,0.22,-0.07,-8.63,1.79,-4.31
239.54,-0.07,0.17,-0.04,-8.63,1.79,-4.31
239.65,-0.07,0.1,-0.02,-8.64,1.78,-4.32
239.77,-0.07,0.09,-0.02,-8.64,1.78,-4.31
239.89,-0.08,0.1,-0.03,-8.64,1.78,-4.31
240.0,-0.08,0.12,-0.05,-8.64,1.78,-4.31
240.12,-0.08,0.1,-0.05,-8.64,1.77,-4.31
240.23,-0.09,0.08,-0.05,-8.64,1.77,-4.31
240.35,-0.1,0.08,-0.05,-8.64,1.77,-4.3
240.47,-0.1,0.11,-0.05,-8.64,1.78,-4.3
240.58,-0.09,0.12,-0.03,-8.64,1.78,-4.3
240.7,-0.07,0.11,0.03,-8.64,1.78,-4.31
240.81,-0.06,0.09,0.08,-8.64,1.78,-4.31
240.93,-0.05,0.08,0.11,-8.64,1.77,-4.31
241.05,-0.06,0.08,0.09,-8.64,1.77,-4.31
241.16,-0.07,0.09,0.04,-8.64,1.77,-4.31
241.28,-0.08,0.1,0.01,-8.64,1.77,-4.32
241.39,-0.08,0.1,0.01,-8.64,1.77,-4.32
241.51,-0.08,0.08,0.04,-8.64,1.77,-4.32
241.63,-0.08,0.07,0.05,-8.64,1.77,-4.32
241.74,-0.09,0.08,0.01,-8.64,1.77,-4.32
241.86,-0.08,0.09,-0.02,-8.64,1.77,-4.31
241.97,-0.06,0.08,-0.01,-8.64,1.77,-4.31
242.09,-0.05,0.08,0.02,-8.64,1.77,-4.31
242.2,-0.05,0.08,0.02,-8.64,1.77,-4.31
242.32,-0.06,0.08,-0.0,-8.63,1.77,-4.31
242.44,-0.07,0.08,-0.02,-8.63,1.77,-4.31
242.55,-0.08,0.09,-0.02,-8.64,1.77,-4.31
242.67,-0.07,0.1,0.0,-8.64,1.77,-4.31
242.78,-0.06,0.1,0.03,-8.63,1.77,-4.31
242.9,-0.06,0.1,0.01,-8.63,1.77,-4.32
243.02,-0.07,0.11,-0.04,-8.64,1.77,-4.32
243.13,-0.08,0.1,-0.07,-8.64,1.77,-4.32
243.25,-0.08,0.08,-0.07,-8.65,1.76,-4.32
243.36,-0.08,0.07,-0.05,-8.65,1.76,-4.32
243.48,-0.06,0.06,-0.01,-8.65,1.76,-4.32
243.6,-0.05,0.06,0.04,-8.65,1.76,-4.33
243.71,-0.05,0.06,0.02,-8.64,1.76,-4.33
243.83,-0.03,0.03,0.11,-8.65,1.75,-4.32
243.94,0.02,0.02,0.32,-8.65,1.75,-4.32
244.06,0.05,0.05,0.45,-8.65,1.75,-4.32
244.17,0.08,-0.01,0.67,-8.65,1.74,-4.32
244.29,0.09,-0.12,0.79,-8.65,1.74,-4.31
244.41,0.03,-0.11,0.55,-8.64,1.74,-4.31
244.52,-0.04,-0.02,0.24,-8.64,1.75,-4.32
244.64,-0.07,0.05,0.04,-8.63,1.75,-4.32
244.75,-0.08,0.08,-0.06,-8.63,1.76,-4.33
244.87,-0.08,0.09,-0.08,-8.63,1.76,-4.33
244.99,-0.07,0.07,-0.06,-8.63,1.75,-4.33
245.1,-0.07,0.05,-0.02,-8.63,1.75,-4.33
245.22,-0.06,0.05,-0.0,-8.63,1.75,-4.33
245.33,-0.07,0.08,-0.01,-8.63,1.76,-4.33
245.45,-0.08,0.11,-0.03,-8.63,1.76,-4.33
245.57,-0.09,0.11,-0.07,-8.63,1.76,-4.33
245.68,-0.1,0.1,-0.12,-8.63,1.76,-4.32
245.8,-0.1,0.1,-0.13,-8.63,1.75,-4.33
245.91,-0.1,0.11,-0.1,-8.63,1.75,-4.33
246.03,-0.08,0.09,-0.04,-8.63,1.75,-4.33
246.15,-0.07,0.07,-0.0,-8.63,1.75,-4.33
246.26,-0.07,0.06,-0.0,-8.63,1.75,-4.32
246.38,-0.07,0.06,-0.01,-8.63,1.76,-4.32
246.49,-0.08,0.07,-0.04,-8.64,1.76,-4.32
246.61,-0.1,0.08,-0.1,-8.64,1.75,-4.33
246.73,-0.1,0.07,-0.11,-8.64,1.75,-4.33
246.84,-0.1,0.07,-0.07,-8.64,1.75,-4.34
246.96,-0.08,0.07,-0.03,-8.64,1.75,-4.34
247.07,-0.07,0.1,-0.02,-8.64,1.75,-4.34
247.19,-0.07,0.12,-0.05,-8.64,1.75,-4.34
247.31,-0.08,0.13,-0.07,-8.63,1.75,-4.33
247.42,-0.08,0.13,-0.08,-8.63,1.76,-4.33
247.54,-0.09,0.11,-0.08,-8.63,1.76,-4.33
247.65,-0.09,0.09,-0.07,-8.63,1.76,-4.33
247.77,-0.09,0.08,-0.05,-8.63,1.75,-4.33
247.88,-0.09,0.08,-0.04,-8.63,1.75,-4.34
248.0,-0.08,0.07,-0.04,-8.63,1.75,-4.34
248.12,-0.08,0.06,-0.03,-8.63,1.75,-4.34
248.23,-0.08,0.05,-0.02,-8.63,1.75,-4.33
248.35,-0.08,0.05,-0.02,-8.63,1.75,-4.33
248.47,-0.08,0.07,-0.03,-8.63,1.75,-4.33
248.58,-0.07,0.1,-0.04,-8.63,1.75,-4.33
248.7,-0.07,0.11,-0.03,-8.63,1.74,-4.33
248.81,-0.06,0.1,-0.02,-8.63,1.74,-4.33
248.93,-0.06,0.08,-0.02,-8.63,1.74,-4.33
249.05,-0.07,0.07,-0.02,-8.64,1.75,-4.33
249.16,-0.07,0.06,-0.02,-8.64,1.75,-4.33
249.28,-0.08,0.05,-0.03,-8.64,1.75,-4.33
249.39,-0.09,0.06,-0.04,-8.64,1.75,-4.34
249.51,-0.08,0.06,-0.03,-8.64,1.75,-4.34
249.63,-0.08,0.06,-0.02,-8.63,1.75,-4.34
249.74,-0.07,0.06,-0.02,-8.63,1.74,-4.34
249.86,-0.07,0.06,-0.02,-8.63,1.74,-4.34
249.97,-0.07,0.06,-0.02,-8.63,1.74,-4.34
250.09,-0.07,0.06,-0.02,-8.63,1.73,-4.35
250.21,-0.07,0.07,-0.02,-8.63,1.74,-4.35
250.32,-0.07,0.08,-0.02,-8.63,1.73,-4.35
250.44,-0.08,0.08,-0.04,-8.63,1.74,-4.35
250.55,-0.08,0.07,-0.06,-8.63,1.74,-4.35
250.67,-0.08,0.07,-0.04,-8.63,1.74,-4.35
250.79,-0.07,0.06,-0.01,-8.63,1.74,-4.35
250.9,-0.07,0.06,-0.0,-8.63,1.74,-4.35
251.02,-0.07,0.07,-0.01,-8.63,1.74,-4.35
251.13,-0.08,0.07,-0.01,-8.62,1.74,-4.35
251.25,-0.09,0.06,-0.02,-8.62,1.74,-4.35
251.37,-0.09,0.06,-0.02,-8.63,1.74,-4.35
251.48,-0.09,0.08,-0.02,-8.63,1.74,-4.36
251.6,-0.09,0.08,-0.03,-8.63,1.74,-4.36
251.71,-0.09,0.07,-0.03,-8.63,1.74,-4.36
251.83,-0.08,0.06,-0.02,-8.63,1.74,-4.36
251.95,-0.07,0.06,-0.01,-8.63,1.74,-4.36
252.06,-0.06,0.07,-0.01,-8.63,1.73,-4.36
252.18,-0.06,0.07,-0.01,-8.63,1.73,-4.36
252.29,-0.07,0.07,-0.01,-8.63,1.73,-4.36
252.41,-0.07,0.07,-0.01,-8.63,1.73,-4.35
252.53,-0.07,0.07,-0.01,-8.63,1.73,-4.35
252.64,-0.08,0.06,-0.01,-8.63,1.73,-4.35
252.76,-0.08,0.06,-0.01,-8.63,1.73,-4.34
252.87,-0.07,0.07,-0.01,-8.63,1.73,-4.34
252.99,-0.06,0.08,-0.01,-8.63,1.73,-4.35
253.11,-0.06,0.08,-0.01,-8.63,1.74,-4.35
253.22,-0.06,0.07,-0.02,-8.63,1.74,-4.35
253.34,-0.06,0.06,-0.03,-8.63,1.74,-4.35
253.45,-0.07,0.06,-0.03,-8.63,1.73,-4.35
253.57,-0.07,0.05,-0.01,-8.63,1.73,-4.36
253.69,-0.06,0.05,0.01,-8.63,1.73,-4.36
253.8,-0.07,0.05,0.01,-8.63,1.73,-4.36
253.92,-0.07,0.05,-0.01,-8.63,1.73,-4.35
254.03,-0.08,0.06,-0.02,-8.63,1.73,-4.35
254.15,-0.08,0.06,-0.03,-8.63,1.73,-4.35
254.27,-0.07,0.05,-0.03,-8.63,1.73,-4.35
254.38,-0.06,0.04,-0.02,-8.63,1.73,-4.35
254.5,-0.06,0.04,-0.0,-8.63,1.73,-4.36
254.61,-0.07,0.05,-0.01,-8.64,1.73,-4.36
254.73,-0.07,0.07,-0.03,-8.64,1.73,-4.36
254.85,-0.07,0.08,-0.05,-8.64,1.73,-4.36
254.96,-0.06,0.07,-0.05,-8.64,1.73,-4.36
255.08,-0.06,0.06,-0.05,-8.64,1.73,-4.36
255.19,-0.07,0.06,-0.03,-8.63,1.73,-4.36
255.31,-0.08,0.05,-0.01,-8.63,1.73,-4.35
255.43,-0.08,0.06,-0.0,-8.63,1.73,-4.35
255.54,-0.08,0.07,0.0,-8.63,1.72,-4.36
255.66,-0.08,0.08,-0.0,-8.63,1.72,-4.36
255.77,-0.08,0.09,-0.01,-8.63,1.72,-4.36
255.89,-0.08,0.08,0.0,-8.63,1.72,-4.37
256.01,-0.07,0.07,0.01,-8.63,1.72,-4.37
256.12,-0.07,0.06,0.01,-8.63,1.72,-4.37
256.24,-0.08,0.06,-0.0,-8.63,1.73,-4.37
256.35,-0.08,0.06,-0.01,-8.63,1.73,-4.37
256.47,-0.08,0.06,-0.02,-8.63,1.73,-4.36
256.58,-0.08,0.07,-0.03,-8.63,1.73,-4.36
256.7,-0.08,0.06,-0.03,-8.63,1.73,-4.36
256.82,-0.07,0.05,-0.02,-8.63,1.73,-4.35
256.93,-0.07,0.04,-0.01,-8.63,1.73,-4.36
257.05,-0.06,0.04,0.0,-8.63,1.73,-4.36
257.17,-0.06,0.05,0.01,-8.63,1.73,-4.37
257.28,-0.06,0.06,0.01,-8.63,1.73,-4.37
257.4,-0.07,0.08,-0.01,-8.63,1.73,-4.36
257.51,-0.08,0.08,-0.02,-8.63,1.73,-4.35
257.63,-0.08,0.07,-0.03,-8.63,1.72,-4.36
257.74,-0.07,0.06,-0.03,-8.63,1.72,-4.36
257.86,-0.06,0.05,-0.02,-8.63,1.72,-4.36
257.98,-0.06,0.05,-0.0,-8.63,1.72,-4.36
258.09,-0.05,0.06,0.03,-8.63,1.72,-4.36
258.21,-0.05,0.05,0.04,-8.63,1.72,-4.37
258.32,-0.05,0.05,0.03,-8.63,1.72,-4.37
258.44,-0.06,0.06,0.01,-8.63,1.72,-4.37
258.55,-0.06,0.07,0.0,-8.63,1.72,-4.37
258.67,-0.07,0.07,-0.0,-8.63,1.72,-4.37
258.79,-0.07,0.07,-0.01,-8.63,1.72,-4.37
258.9,-0.07,0.07,-0.02,-8.63,1.72,-4.37
259.02,-0.07,0.07,-0.02,-8.63,1.72,-4.37
259.14,-0.07,0.07,-0.02,-8.63,1.72,-4.37
259.25,-0.07,0.07,-0.02,-8.63,1.72,-4.37
259.37,-0.08,0.05,-0.03,-8.63,1.72,-4.37
259.48,-0.09,0.04,-0.04,-8.63,1.72,-4.37
259.6,-0.09,0.04,-0.06,-8.63,1.72,-4.37
259.72,-0.09,0.05,-0.05,-8.63,1.72,-4.37
259.83,-0.07,0.05,-0.03,-8.63,1.72,-4.37
259.95,-0.06,0.07,-0.03,-8.63,1.72,-4.37
260.06,-0.06,0.07,-0.02,-8.63,1.72,-4.37
260.18,-0.06,0.07,0.0,-8.62,1.72,-4.37
260.3,-0.06,0.06,-0.0,-8.63,1.72,-4.37
260.41,-0.06,0.07,-0.02,-8.63,1.72,-4.37
260.53,-0.05,0.07,-0.02,-8.63,1.72,-4.37
260.64,-0.05,0.07,-0.02,-8.63,1.72,-4.37
260.76,-0.07,0.08,-0.03,-8.63,1.72,-4.37
260.88,-0.08,0.09,-0.03,-8.62,1.72,-4.37
260.99,-0.08,0.08,-0.03,-8.62,1.72,-4.37
261.11,-0.08,0.07,-0.02,-8.63,1.72,-4.38
261.22,-0.08,0.06,-0.03,-8.63,1.72,-4.38
261.34,-0.08,0.06,-0.03,-8.63,1.72,-4.38
261.45,-0.08,0.06,-0.02,-8.63,1.72,-4.38
261.57,-0.07,0.06,-0.01,-8.63,1.72,-4.38
261.69,-0.08,0.07,-0.01,-8.62,1.72,-4.38
261.8,-0.08,0.07,-0.02,-8.62,1.71,-4.38
261.92,-0.08,0.07,-0.04,-8.62,1.71,-4.38
262.04,-0.09,0.09,-0.08,-8.62,1.71,-4.37
262.15,-0.09,0.08,-0.1,-8.62,1.71,-4.37
262.27,-0.08,0.06,-0.07,-8.63,1.71,-4.37
262.38,-0.08,0.05,-0.04,-8.63,1.71,-4.37
262.5,-0.09,0.06,-0.04,-8.63,1.71,-4.38
262.62,-0.09,0.07,-0.06,-8.63,1.71,-4.37
262.73,-0.09,0.06,-0.06,-8.63,1.71,-4.37
262.85,-0.07,0.05,-0.04,-8.63,1.71,-4.37
262.96,-0.08,0.05,-0.02,-8.63,1.71,-4.37
263.08,-0.08,0.04,0.01,-8.63,1.71,-4.37
263.2,-0.08,0.04,0.03,-8.63,1.72,-4.37
263.31,-0.07,0.07,0.03,-8.63,1.72,-4.38
263.43,-0.06,0.1,0.02,-8.63,1.71,-4.37
263.54,-0.06,0.1,0.01,-8.63,1.71,-4.38
263.66,-0.06,0.08,0.01,-8.63,1.71,-4.38
263.77,-0.06,0.06,0.02,-8.63,1.71,-4.38
263.89,-0.07,0.05,0.02,-8.63,1.71,-4.38
264.01,-0.06,0.05,0.02,-8.63,1.71,-4.37
264.12,-0.06,0.05,0.03,-8.63,1.71,-4.36
264.24,-0.06,0.05,0.05,-8.63,1.71,-4.37
264.35,-0.06,0.07,0.07,-8.62,1.71,-4.37
264.47,-0.06,0.06,0.08,-8.62,1.71,-4.38
264.59,-0.07,0.05,0.05,-8.62,1.71,-4.38
264.7,-0.08,0.04,0.02,-8.62,1.71,-4.38
264.82,-0.08,0.03,0.01,-8.62,1.71,-4.38
264.93,-0.08,0.04,0.0,-8.62,1.71,-4.38
265.05,-0.08,0.05,-0.02,-8.63,1.71,-4.38
265.17,-0.07,0.06,-0.02,-8.63,1.71,-4.38
265.28,-0.06,0.05,-0.01,-8.63,1.71,-4.39
265.4,-0.06,0.05,-0.02,-8.63,1.71,-4.39
265.51,-0.08,0.04,-0.03,-8.63,1.71,-4.38
265.63,-0.09,0.04,-0.01,-8.63,1.71,-4.38
265.75,-0.08,0.05,0.01,-8.63,1.71,-4.38
265.86,-0.08,0.06,0.01,-8.63,1.71,-4.38
265.98,-0.08,0.07,0.02,-8.62,1.71,-4.38
266.09,-0.08,0.06,0.02,-8.62,1.71,-4.37
266.21,-0.08,0.06,0.02,-8.63,1.71,-4.37
266.32,-0.07,0.06,0.0,-8.63,1.71,-4.38
266.44,-0.07,0.08,-0.03,-8.63,1.71,-4.38
266.56,-0.07,0.08,-0.05,-8.63,1.71,-4.38
266.67,-0.07,0.07,-0.05,-8.62,1.71,-4.38
266.79,-0.07,0.08,-0.03,-8.62,1.71,-4.38
266.9,-0.06,0.09,-0.01,-8.62,1.71,-4.38
267.02,-0.06,0.08,-0.0,-8.63,1.71,-4.38
267.14,-0.06,0.07,-0.01,-8.63,1.7,-4.38
267.25,-0.07,0.06,-0.03,-8.63,1.7,-4.38
267.37,-0.07,0.05,-0.03,-8.63,1.7,-4.38
267.48,-0.08,0.03,-0.0,-8.63,1.7,-4.38
267.6,-0.09,0.05,0.0,-8.63,1.7,-4.38
267.72,-0.1,0.08,-0.04,-8.62,1.7,-4.38
267.83,-0.11,0.08,-0.07,-8.62,1.7,-4.38
267.95,-0.11,0.05,-0.05,-8.63,1.7,-4.38
268.06,-0.1,0.04,-0.02,-8.63,1.7,-4.38
268.18,-0.1,0.06,-0.03,-8.63,1.7,-4.38
268.3,-0.09,0.07,-0.02,-8.63,1.7,-4.38
268.41,-0.08,0.05,0.02,-8.63,1.71,-4.38
268.53,-0.08,0.04,0.03,-8.63,1.71,-4.38
268.64,-0.08,0.05,0.01,-8.63,1.71,-4.38
268.76,-0.07,0.05,0.01,-8.63,1.7,-4.38
268.88,-0.07,0.05,0.02,-8.63,1.7,-4.38
268.99,-0.06,0.04,0.01,-8.63,1.7,-4.39
269.11,-0.06,0.04,-0.01,-8.63,1.7,-4.39
269.22,-0.06,0.04,-0.03,-8.63,1.69,-4.39
269.34,-0.07,0.05,-0.05,-8.63,1.69,-4.39
269.45,-0.08,0.06,-0.06,-8.63,1.7,-4.39
269.57,-0.09,0.06,-0.06,-8.63,1.7,-4.38
269.69,-0.09,0.05,-0.04,-8.63,1.71,-4.39
269.8,-0.09,0.04,-0.04,-8.63,1.71,-4.39
269.92,-0.09,0.03,-0.06,-8.63,1.71,-4.39
270.04,-0.09,0.04,-0.07,-8.62,1.7,-4.39
270.15,-0.09,0.05,-0.06,-8.62,1.7,-4.39
270.27,-0.09,0.06,-0.04,-8.62,1.7,-4.39
270.38,-0.09,0.07,-0.03,-8.63,1.7,-4.38
270.5,-0.09,0.07,-0.03,-8.63,1.7,-4.38
270.61,-0.09,0.06,-0.04,-8.63,1.7,-4.38
270.73,-0.09,0.06,-0.05,-8.63,1.7,-4.38
270.85,-0.08,0.05,-0.03,-8.63,1.69,-4.38
270.96,-0.08,0.06,-0.01,-8.63,1.69,-4.38
271.08,-0.09,0.07,-0.04,-8.63,1.69,-4.38
271.2,-0.1,0.07,-0.06,-8.63,1.69,-4.38
271.31,-0.1,0.06,-0.06,-8.63,1.69,-4.38
271.43,-0.08,0.06,-0.05,-8.62,1.69,-4.39
271.54,-0.08,0.04,-0.06,-8.62,1.69,-4.39
271.66,-0.08,0.03,-0.07,-8.62,1.69,-4.39
271.77,-0.09,0.03,-0.06,-8.62,1.69,-4.4
271.89,-0.08,0.04,-0.03,-8.62,1.69,-4.4
272.01,-0.08,0.05,-0.01,-8.62,1.69,-4.4
272.12,-0.08,0.06,0.0,-8.62,1.69,-4.4
272.24,-0.07,0.06,0.0,-8.63,1.69,-4.4
272.36,-0.07,0.07,0.0,-8.62,1.69,-4.39
272.47,-0.06,0.08,0.0,-8.62,1.69,-4.38
272.59,-0.06,0.08,-0.0,-8.62,1.69,-4.38
272.7,-0.07,0.08,-0.01,-8.62,1.69,-4.39
272.82,-0.07,0.07,-0.01,-8.62,1.7,-4.39
272.93,-0.07,0.07,-0.02,-8.62,1.7,-4.39
273.05,-0.09,0.08,-0.04,-8.62,1.7,-4.39
273.17,-0.1,0.08,-0.05,-8.63,1.69,-4.38
273.28,-0.1,0.06,-0.04,-8.63,1.69,-4.39
273.4,-0.09,0.05,-0.02,-8.63,1.69,-4.39
273.52,-0.08,0.05,-0.01,-8.63,1.69,-4.39
273.63,-0.07,0.05,-0.01,-8.62,1.69,-4.38
273.75,-0.06,0.05,-0.01,-8.62,1.69,-4.38
273.86,-0.06,0.05,-0.01,-8.62,1.69,-4.38
273.98,-0.07,0.05,-0.01,-8.62,1.69,-4.38
274.1,-0.08,0.06,-0.01,-8.62,1.69,-4.39
274.21,-0.09,0.07,-0.02,-8.62,1.69,-4.39
274.33,-0.1,0.07,-0.02,-8.62,1.69,-4.4
274.44,-0.11,0.07,-0.03,-8.62,1.69,-4.39
274.56,-0.11,0.07,-0.05,-8.62,1.69,-4.39
274.67,-0.1,0.06,-0.06,-8.62,1.69,-4.38
274.79,-0.09,0.04,-0.04,-8.62,1.69,-4.38
274.91,-0.08,0.04,-0.03,-8.62,1.69,-4.38
275.02,-0.08,0.04,-0.02,-8.62,1.69,-4.39
275.14,-0.07,0.04,-0.01,-8.62,1.69,-4.39
275.26,-0.06,0.04,-0.01,-8.62,1.69,-4.39
275.37,-0.06,0.04,-0.01,-8.63,1.69,-4.39
275.49,-0.06,0.03,-0.01,-8.62,1.69,-4.39
275.6,-0.07,0.03,-0.01,-8.62,1.69,-4.38
275.72,-0.08,0.03,-0.01,-8.62,1.69,-4.38
275.83,-0.08,0.03,-0.02,-8.62,1.69,-4.39
275.95,-0.09,0.03,-0.02,-8.62,1.69,-4.4
276.07,-0.08,0.03,-0.03,-8.62,1.69,-4.4
276.18,-0.08,0.04,-0.04,-8.62,1.69,-4.4
276.3,-0.08,0.05,-0.04,-8.62,1.69,-4.4
276.42,-0.08,0.05,-0.03,-8.62,1.69,-4.4
276.53,-0.08,0.05,-0.01,-8.62,1.69,-4.39
276.65,-0.08,0.04,-0.0,-8.62,1.69,-4.39
276.76,-0.07,0.04,0.0,-8.62,1.69,-4.39
276.88,-0.07,0.04,-0.0,-8.62,1.69,-4.38
277.0,-0.08,0.05,-0.02,-8.62,1.69,-4.39
